thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.09259259259259259)],[np.float64(-0.2740740740740741)],[1],[0],[0],[1.3306320000001506],['target'],10,0,10,0,14.17073419999997,,5,14.156643799999983,14.17073419999997,14.17073419999997,0.018082200000208104,15.487424699999792,[np.float64(-0.09259259259259259)],[np.float64(-0.2740740740740741)],[1],[0],[0],[1.3306320000001506],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
11,0,11,[np.float64(0.13703703703703704)],[np.float64(-0.36944444444444446)],[1],[0],[0],[1.1315002999999706],['target'],11,0,11,0,15.520287100000132,,5,15.50570689999995,15.520287100000132,15.520287100000132,0.018004300000029616,16.637322900000072,[np.float64(0.13703703703703704)],[np.float64(-0.36944444444444446)],[1],[0],[0],[1.1315002999999706],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
12,0,12,[np.float64(0.3194444444444444)],[np.float64(-0.10092592592592593)],[1],[0],[0],[0.8317117000001417],['target'],12,0,12,0,16.694464199999857,,10,16.672930499999893,16.694464199999857,16.694464199999857,0.03539499999988038,17.504747099999804,[np.float64(0.3194444444444444)],[np.float64(-0.10092592592592593)],[1],[0],[0],[0.8317117000001417],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
13,0,13,[np.float64(0.37222222222222223)],[np.float64(-0.36666666666666664)],[1],[0],[0],[1.5134441000000152],['target'],13,0,13,0,17.54001079999989,,5,17.52505859999974,17.54001079999989,17.54001079999989,0.020077300000139076,19.038610199999766,[np.float64(0.37222222222222223)],[np.float64(-0.36666666666666664)],[1],[0],[0],[1.5134441000000152],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
14,0,14,[np.float64(0.3148148148148148)],[np.float64(-0.2722222222222222)],[1],[0],[0],[0.6624611000002005],['target'],14,0,14,0,19.097728899999765,,10,19.075315000000046,19.097728899999765,19.097728899999765,0.036509099999875616,19.73786259999997,[np.float64(0.3148148148148148)],[np.float64(-0.2722222222222222)],[1],[0],[0],[0.6624611000002005],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
15,0,15,[np.float64(-0.22777777777777777)],[np.float64(0.4777777777777778)],[1],[0],[0],[1.3803543000003629],['target'],15,0,15,0,19.774243999999726,,5,19.75891879999972,19.774243999999726,19.774243999999726,0.020810200000141776,21.139359799999966,[np.float64(-0.22777777777777777)],[np.float64(0.4777777777777778)],[1],[0],[0],[1.3803543000003629],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
16,0,16,[np.float64(-0.3509259259259259)],[np.float64(-0.4351851851851852)],[1],[0],[0],[1.7784562000001642],['target'],16,0,16,0,21.193376199999875,,10,21.175681799999893,21.193376199999875,21.193376199999875,0.03615899999977046,22.954288599999927,[np.float64(-0.3509259259259259)],[np.float64(-0.4351851851851852)],[1],[0],[0],[1.7784562000001642],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
17,0,17,[np.float64(-0.4759259259259259)],[np.float64(-0.27037037037037037)],[1],[0],[0],[0.8956309000000147],['target'],17,0,17,0,22.992320599999857,,5,22.97643879999987,22.992320599999857,22.992320599999857,0.02182279999988168,23.872160200000053,[np.float64(-0.4759259259259259)],[np.float64(-0.27037037037037037)],[1],[0],[0],[0.8956309000000147],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
18,0,18,[np.float64(-0.2638888888888889)],[np.float64(-0.49074074074074076)],[1],[0],[0],[1.3930703000000904],['target'],18,0,18,0,23.929037399999743,,10,23.910588899999766,23.929037399999743,23.929037399999743,0.03826179999987289,25.30375959999992,[np.float64(-0.2638888888888889)],[np.float64(-0.49074074074074076)],[1],[0],[0],[1.3930703000000904],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
19,0,19,[np.float64(0.23981481481481481)],[np.float64(-0.27314814814814814)],[1],[0],[0],[1.4657018000002608],['target'],19,0,19,0,25.335804100000132,,5,25.322088299999905,25.335804100000132,25.335804100000132,0.01812259999996968,26.78788170000007,[np.float64(0.23981481481481481)],[np.float64(-0.27314814814814814)],[1],[0],[0],[1.4657018000002608],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
20,0,20,[np.float64(0.3175925925925926)],[np.float64(0.05555555555555555)],[1],[0],[0],[1.4821505000004436],['target'],20,0,20,0,26.82044739999992,,5,26.806046599999718,26.82044739999992,26.82044739999992,0.017997599999944214,28.288302599999952,[np.float64(0.3175925925925926)],[np.float64(0.05555555555555555)],[1],[0],[0],[1.4821505000004436],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
21,0,21,[np.float64(-0.5046296296296297)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.9611187000000427],['target'],21,0,21,0,28.345755400000144,,10,28.326745599999867,28.345755400000144,28.345755400000144,0.03820919999998296,30.28796999999986,[np.float64(-0.5046296296296297)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.9611187000000427],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
22,0,22,[np.float64(0.18055555555555555)],[np.float64(-0.42777777777777776)],[1],[0],[0],[2.225263400000131],['target'],22,0,22,0,30.34945719999996,,10,30.33003239999971,30.34945719999996,30.34945719999996,0.04186039999967761,32.55540149999979,[np.float64(0.18055555555555555)],[np.float64(-0.42777777777777776)],[1],[0],[0],[2.225263400000131],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
23,0,23,[np.float64(-0.2462962962962963)],[np.float64(-0.2851851851851852)],[1],[0],[0],[1.5638558999999077],['target'],23,0,23,0,32.58856639999976,,5,32.57428780000009,32.58856639999976,32.58856639999976,0.018660100000033708,34.13824979999981,[np.float64(-0.2462962962962963)],[np.float64(-0.2851851851851852)],[1],[0],[0],[1.5638558999999077],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
24,0,24,[np.float64(-0.425)],[np.float64(0.1638888888888889)],[1],[0],[0],[3.2315875999997843],['target'],24,0,24,0,34.19164969999974,,10,34.173238200000014,34.19164969999974,34.19164969999974,0.03481449999981123,37.40491609999981,[np.float64(-0.425)],[np.float64(0.1638888888888889)],[1],[0],[0],[3.2315875999997843],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
25,0,25,[np.float64(-0.30833333333333335)],[np.float64(0.1)],[1],[0],[0],[1.0641590999998698],['target'],25,0,25,0,37.437477500000114,,5,37.42413299999998,37.437477500000114,37.437477500000114,0.019015099999705853,38.48841519999996,[np.float64(-0.30833333333333335)],[np.float64(0.1)],[1],[0],[0],[1.0641590999998698],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
26,0,26,[np.float64(-0.13333333333333333)],[np.float64(-0.30092592592592593)],[1],[0],[0],[1.4645064999999704],['target'],26,0,26,0,38.52034619999995,,5,38.50619659999984,38.52034619999995,38.52034619999995,0.017606400000204303,39.9708114,[np.float64(-0.13333333333333333)],[np.float64(-0.30092592592592593)],[1],[0],[0],[1.4645064999999704],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
27,0,27,[np.float64(0.3861111111111111)],[np.float64(-0.0962962962962963)],[1],[0],[0],[1.0324789000001147],['target'],27,0,27,0,40.00391979999995,,5,39.98868829999992,40.00391979999995,40.00391979999995,0.017716500000005908,41.021252900000036,[np.float64(0.3861111111111111)],[np.float64(-0.0962962962962963)],[1],[0],[0],[1.0324789000001147],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
28,0,28,[np.float64(0.30648148148148147)],[np.float64(0.0824074074074074)],[1],[0],[0],[0.8984527999996317],['target'],28,0,28,0,41.0536576999998,,5,41.0395582000001,41.0536576999998,41.0536576999998,0.018137600000045495,41.9381014999999,[np.float64(0.30648148148148147)],[np.float64(0.0824074074074074)],[1],[0],[0],[0.8984527999996317],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
29,0,29,[np.float64(0.3212962962962963)],[np.float64(-0.17962962962962964)],[1],[0],[0],[1.2591778000000886],['target'],29,0,29,0,41.99854259999984,,10,41.97875840000006,41.99854259999984,41.99854259999984,0.04049220000024434,43.23804680000012,[np.float64(0.3212962962962963)],[np.float64(-0.17962962962962964)],[1],[0],[0],[1.2591778000000886],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
30,0,30,[np.float64(0.1527777777777778)],[np.float64(-0.04351851851851852)],[1],[0],[0],[1.033259199999975],['target'],30,0,30,0,43.29153670000005,,10,43.27225640000006,43.29153670000005,43.29153670000005,0.03399249999984022,44.30564779999986,[np.float64(0.1527777777777778)],[np.float64(-0.04351851851851852)],[1],[0],[0],[1.033259199999975],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
31,0,31,[np.float64(0.4287037037037037)],[np.float64(0.28888888888888886)],[1],[0],[0],[1.4443472000002657],['target'],31,0,31,0,44.341952799999945,,5,44.326688300000114,44.341952799999945,44.341952799999945,0.020751800000198273,45.77111939999986,[np.float64(0.4287037037037037)],[np.float64(0.28888888888888886)],[1],[0],[0],[1.4443472000002657],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
32,0,32,[np.float64(0.049074074074074076)],[np.float64(-0.25462962962962965)],[1],[0],[0],[1.0467730000000302],['target'],32,0,32,0,45.82608909999999,,10,45.807277500000055,45.82608909999999,45.82608909999999,0.035992499999792926,46.854175399999804,[np.float64(0.049074074074074076)],[np.float64(-0.25462962962962965)],[1],[0],[0],[1.0467730000000302],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
33,0,33,[np.float64(0.21851851851851853)],[np.float64(-0.1)],[1],[0],[0],[1.1485520999999608],['target'],33,0,33,0,46.88770449999993,,5,46.87277140000015,46.88770449999993,46.88770449999993,0.01835590000018783,48.021432300000015,[np.float64(0.21851851851851853)],[np.float64(-0.1)],[1],[0],[0],[1.1485520999999608],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
34,0,34,[np.float64(-0.4703703703703704)],[np.float64(-0.3990740740740741)],[1],[0],[0],[2.2320137000001523],['target'],34,0,34,0,48.05398749999995,,5,48.039378599999964,48.05398749999995,48.05398749999995,0.017796199999793316,50.271484699999746,[np.float64(-0.4703703703703704)],[np.float64(-0.3990740740740741)],[1],[0],[0],[2.2320137000001523],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
35,0,35,[np.float64(-0.09351851851851851)],[np.float64(0.09907407407407408)],[1],[0],[0],[2.96405569999979],['target'],35,0,35,0,50.30445740000005,,5,50.29084060000014,50.30445740000005,50.30445740000005,0.019188300000223535,53.25500469999997,[np.float64(-0.09351851851851851)],[np.float64(0.09907407407407408)],[1],[0],[0],[2.96405569999979],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
36,0,36,[np.float64(-0.36666666666666664)],[np.float64(-0.39444444444444443)],[1],[0],[0],[1.9144780999999966],['target'],36,0,36,0,53.28752489999988,,5,53.274059999999736,53.28752489999988,53.28752489999988,0.018873200000143697,55.188630900000135,[np.float64(-0.36666666666666664)],[np.float64(-0.39444444444444443)],[1],[0],[0],[1.9144780999999966],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
37,0,37,[np.float64(-0.3768518518518518)],[np.float64(0.4074074074074074)],[1],[0],[0],[1.146081200000026],[None],37,0,37,0,55.24346439999999,,10,55.224522799999704,55.24346439999999,55.24346439999999,0.03573189999997339,56.37072669999998,[np.float64(-0.3768518518518518)],[np.float64(0.4074074074074074)],[1],[0],[0],[1.146081200000026],[None],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
38,0,38,[np.float64(-0.22962962962962963)],[np.float64(0.4166666666666667)],[1],[0],[0],[1.012702100000297],['target'],38,0,38,0,56.42766870000014,,10,56.40844509999988,56.42766870000014,56.42766870000014,0.03749119999974937,57.42127279999977,[np.float64(-0.22962962962962963)],[np.float64(0.4166666666666667)],[1],[0],[0],[1.012702100000297],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
39,0,39,[np.float64(0.47962962962962963)],[np.float64(0.11203703703703703)],[1],[0],[0],[1.314662799999951],['target'],39,0,39,0,57.4540834999998,,5,57.440653699999984,57.4540834999998,57.4540834999998,0.019098699999631208,58.75541209999983,[np.float64(0.47962962962962963)],[np.float64(0.11203703703703703)],[1],[0],[0],[1.314662799999951],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
40,0,40,[np.float64(0.06296296296296296)],[np.float64(0.42592592592592593)],[1],[0],[0],[0.9565706000003047],['target'],40,0,40,0,58.818005300000095,,10,58.7986563999998,58.818005300000095,58.818005300000095,0.0430727999996634,59.7553183,[np.float64(0.06296296296296296)],[np.float64(0.42592592592592593)],[1],[0],[0],[0.9565706000003047],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
41,0,41,[np.float64(0.000925925925925926)],[np.float64(-0.06944444444444445)],[1],[0],[0],[1.3975870999997824],['target'],41,0,41,0,59.788156399999934,,5,59.774096799999825,59.788156399999934,59.788156399999934,0.018570700000054785,61.17177439999978,[np.float64(0.000925925925925926)],[np.float64(-0.06944444444444445)],[1],[0],[0],[1.3975870999997824],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
42,0,42,[np.float64(-0.20185185185185187)],[np.float64(0.44907407407407407)],[1],[0],[0],[1.0290070000000924],[None],42,0,42,0,61.20856679999997,,5,61.19244889999982,61.20856679999997,61.20856679999997,0.020534499999939726,62.221572299999934,[np.float64(-0.20185185185185187)],[np.float64(0.44907407407407407)],[1],[0],[0],[1.0290070000000924],[None],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
43,0,43,[np.float64(-0.2740740740740741)],[np.float64(-0.27314814814814814)],[1],[0],[0],[1.2322742999999718],[None],43,0,43,0,62.25355200000013,,5,62.2395604999997,62.25355200000013,62.25355200000013,0.017814699999689765,63.47191819999989,[np.float64(-0.2740740740740741)],[np.float64(-0.27314814814814814)],[1],[0],[0],[1.2322742999999718],[None],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
44,0,44,[np.float64(0.3388888888888889)],[np.float64(-0.31851851851851853)],[1],[0],[0],[1.8960225999999238],['target'],44,0,44,0,63.52820990000009,,10,63.50888780000014,63.52820990000009,63.52820990000009,0.03680770000028133,65.40501979999999,[np.float64(0.3388888888888889)],[np.float64(-0.31851851851851853)],[1],[0],[0],[1.8960225999999238],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
45,0,45,[np.float64(-0.4361111111111111)],[np.float64(0.10740740740740741)],[1],[0],[0],[1.2801782000001367],[None],45,0,45,0,65.46073840000008,,10,65.44146909999972,65.46073840000008,65.46073840000008,0.036230199999863544,66.72174240000004,[np.float64(-0.4361111111111111)],[np.float64(0.10740740740740741)],[1],[0],[0],[1.2801782000001367],[None],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
46,0,46,[np.float64(0.5685185185185185)],[np.float64(0.5)],[1],[0],[0],[1.6151463999999578],[None],46,0,46,0,66.7538614,,5,66.73972150000009,66.7538614,66.7538614,0.017775699999674544,68.35496250000006,[np.float64(0.5685185185185185)],[np.float64(0.5)],[1],[0],[0],[1.6151463999999578],[None],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
47,0,47,[np.float64(0.10185185185185185)],[np.float64(-0.4527777777777778)],[1],[0],[0],[1.3966998000000785],['target'],47,0,47,0,68.38915959999986,,5,68.37440609999976,68.38915959999986,68.38915959999986,0.019253300000400486,69.77121080000006,[np.float64(0.10185185185185185)],[np.float64(-0.4527777777777778)],[1],[0],[0],[1.3966998000000785],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
48,0,48,[np.float64(-0.37777777777777777)],[np.float64(0.001851851851851852)],[1],[0],[0],[1.331455200000164],['target'],48,0,48,0,69.80396969999993,,5,69.78972479999993,69.80396969999993,69.80396969999993,0.018350099999679514,71.12127259999988,[np.float64(-0.37777777777777777)],[np.float64(0.001851851851851852)],[1],[0],[0],[1.331455200000164],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
49,0,49,[np.float64(0.3425925925925926)],[np.float64(-0.4962962962962963)],[1],[0],[0],[1.715178499999638],['target'],49,0,49,0,71.15625360000013,,5,71.13963639999974,71.15625360000013,71.15625360000013,0.018196399999851565,72.85490900000013,[np.float64(0.3425925925925926)],[np.float64(-0.4962962962962963)],[1],[0],[0],[1.715178499999638],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
50,0,50,[np.float64(0.25092592592592594)],[np.float64(0.07407407407407407)],[1],[0],[0],[2.396063099999992],['target'],50,0,50,0,72.89161190000004,,5,72.8755143999997,72.89161190000004,72.89161190000004,0.020458399999824906,75.2716663000001,[np.float64(0.25092592592592594)],[np.float64(0.07407407407407407)],[1],[0],[0],[2.396063099999992],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
51,0,51,[np.float64(-0.007407407407407408)],[np.float64(-0.44814814814814813)],[1],[0],[0],[1.0937054000000899],['target'],51,0,51,0,75.30919640000002,,5,75.29471329999978,75.30919640000002,75.30919640000002,0.022888899999998102,76.38854709999987,[np.float64(-0.007407407407407408)],[np.float64(-0.44814814814814813)],[1],[0],[0],[1.0937054000000899],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
52,0,52,[np.float64(-0.28703703703703703)],[np.float64(0.4648148148148148)],[1],[0],[0],[1.6107739000003676],['target'],52,0,52,0,76.42776730000014,,5,76.41051689999995,76.42776730000014,76.42776730000014,0.021758000000318134,78.0213719999997,[np.float64(-0.28703703703703703)],[np.float64(0.4648148148148148)],[1],[0],[0],[1.6107739000003676],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
53,0,53,[np.float64(0.2518518518518518)],[np.float64(-0.04351851851851852)],[1],[0],[0],[1.2144502999999531],['target'],53,0,53,0,78.05756530000008,,5,78.04183830000011,78.05756530000008,78.05756530000008,0.020337000000381522,79.25639289999981,[np.float64(0.2518518518518518)],[np.float64(-0.04351851851851852)],[1],[0],[0],[1.2144502999999531],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
54,0,54,[np.float64(-0.04537037037037037)],[np.float64(0.16203703703703703)],[1],[0],[0],[2.684404600000107],['target'],54,0,54,0,79.32448260000001,,10,79.30303969999977,79.32448260000001,79.32448260000001,0.046477900000354566,81.98759169999994,[np.float64(-0.04537037037037037)],[np.float64(0.16203703703703703)],[1],[0],[0],[2.684404600000107],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
55,0,55,[np.float64(-0.1111111111111111)],[np.float64(0.15092592592592594)],[1],[0],[0],[0.9450713999999607],['target'],55,0,55,0,82.04549769999994,,10,82.0264917999998,82.04549769999994,82.04549769999994,0.038594000000102824,82.97163760000012,[np.float64(-0.1111111111111111)],[np.float64(0.15092592592592594)],[1],[0],[0],[0.9450713999999607],['target'],par_1_final,001,2025-09-30_09h24.21.291,visual search,,2025.1.1,59.51725554030668,2025-09-30 09h24.36.807189 +0530,
