delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response_routine.started,text.started,textbox.started,button.started,response_routine.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.4,1000,exp,10,10,0,space,0.8138351999999713,None,999,1,[1.3290001000000302],[1.3290144000000055],0,10,10,13,59.651086899999996,,59.63670160000004,59.651086899999996,60.636859500000014,60.636859500000014,60.65281649999997,61.453657799999974,space,0.8138351999999713,None,61.45465950000005,61.85313826666665,62.17332320000003,62.151814700000045,62.15251880000005,62.17332320000003,62.17332320000003,62.17332320000003,63.502751800000055,999,1,[1.3290001000000302],[1.3290144000000055],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.1,1000,exp,11,11,0,space,0.5859276999999565,None,660,1,[2.9492777000000387],[2.949292900000046],0,11,11,12,63.51848640000003,,63.50309609999999,63.51848640000003,64.50316610000004,64.50316610000004,64.52033260000007,65.10410100000001,space,0.5859276999999565,None,65.10520170000007,65.22020836666674,65.53669439999999,65.5148034,65.51538349999998,65.53669439999999,65.53669439999999,65.53669439999999,68.48655640000004,660,1,[2.9492777000000387],[2.949292900000046],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.1,400,unexp,12,12,0,space,0.8181569999999283,None,400,1,[3.7873201000001018],[3.787332900000024],0,12,12,3,68.5014655,,68.48691150000002,68.5014655,69.50130660000002,69.50130660000002,69.50130660000002,70.32051220000005,space,0.8181569999999283,None,70.32172690000004,70.43472096666666,70.74831990000007,70.73099980000006,70.73145220000004,70.74831990000007,70.74831990000007,70.74831990000007,74.53610560000004,400,1,[3.7873201000001018],[3.787332900000024],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.4,400,unexp,13,13,0,space,1.490456600000016,None,400,1,[2.0342853999999306],[2.0342954999999847],0,13,13,1,74.55113519999998,,74.5365296,74.55113519999998,75.53645730000005,75.53645730000005,75.55118570000002,77.03861870000003,space,1.490456600000016,None,77.03953150000007,77.45322626666668,77.76735919999999,77.75016200000005,77.75064410000005,77.76735919999999,77.76735919999999,77.76735919999999,79.80203119999999,400,1,[2.0342853999999306],[2.0342954999999847],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.4,1000,exp,14,14,0,space,0.041055000000028485,None,999,1,[3.1474913999999217],[3.1475054999999657],0,14,14,4,79.81799390000003,,79.8024332,79.81799390000003,80.81867710000006,80.81867710000006,80.81867710000006,80.8682341,space,0.041055000000028485,None,80.86897720000002,81.26784856666667,81.58741980000002,81.56885740000007,81.56931129999998,81.58741980000002,81.58741980000002,81.58741980000002,84.73541139999998,999,1,[3.1474913999999217],[3.1475054999999657],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.7,1000,exp,15,15,0,space,1.1106156999999257,None,999,1,[3.0346200999999837],[3.034630399999969],0,15,15,11,84.75106019999998,,84.73580830000003,84.75106019999998,85.73480070000005,85.73480070000005,85.75113060000001,86.85153690000004,space,1.1106156999999257,None,86.85235499999999,87.55139966666674,87.86714930000005,87.84996020000006,87.8505563,87.86714930000005,87.86714930000005,87.86714930000005,90.9021371,999,1,[3.0346200999999837],[3.034630399999969],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.1,1000,exp,16,0,1,space,0.6797671000000491,None,999,1,[2.203429799999981],[2.2034406999999874],1,0,16,12,90.91860730000008,,90.90246290000005,90.91860730000008,91.90195019999999,91.90195019999999,91.91808309999999,92.58532079999998,space,0.6797671000000491,None,92.58604379999997,92.68471376666663,92.99857420000001,92.98021860000006,92.98085449999996,92.99857420000001,92.99857420000001,92.99857420000001,95.20241350000003,999,1,[2.203429799999981],[2.2034406999999874],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.7,1000,exp,17,1,1,space,0.4107870999999932,None,999,1,[2.9718831999999793],[2.971892799999978],1,1,17,8,95.2179979,,95.20273989999998,95.2179979,96.21793579999996,96.21793579999996,96.21793579999996,96.63502490000008,space,0.4107870999999932,None,96.63592860000006,97.33440026666666,97.64688020000006,97.62941430000001,97.62992580000002,97.64688020000006,97.64688020000006,97.64688020000006,100.61916989999997,999,1,[2.9718831999999793],[2.971892799999978],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.7,1000,exp,18,2,1,space,1.3402027000000771,None,800,1,[2.720550899999921],[2.7205646999999544],1,2,18,5,100.63491799999997,,100.61948070000005,100.63491799999997,101.63469529999998,101.63469529999998,101.63469529999998,102.98551970000005,space,1.3402027000000771,None,102.98659429999998,103.68468256666667,103.99883510000006,103.98039410000001,103.98086460000002,103.99883510000006,103.99883510000006,103.99883510000006,106.72003570000004,800,1,[2.720550899999921],[2.7205646999999544],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.4,400,unexp,19,3,1,space,0.48606600000005074,None,350,1,[3.85617620000005],[3.856188599999996],1,3,19,1,106.73480770000003,,106.7204385,106.73480770000003,107.73529530000008,107.73529530000008,107.73529530000008,108.23588930000005,space,0.48606600000005074,None,108.23675639999999,108.65120616666674,108.96357710000007,108.9469355,108.94741670000008,108.96357710000007,108.96357710000007,108.96357710000007,112.82021440000005,350,1,[3.85617620000005],[3.856188599999996],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
0.1,1000,exp,20,4,1,space,0.9424683000000869,None,700,1,[2.9871626000000333],[2.9871782000000167],1,4,20,6,112.83450600000003,,112.82058849999999,112.83450600000003,113.83468979999998,113.83468979999998,113.83468979999998,114.78488930000003,space,0.9424683000000869,None,114.78572220000001,114.88524326666665,115.19904840000004,115.18126310000002,115.18174150000004,115.19904840000004,115.19904840000004,115.19904840000004,118.1869226,700,1,[2.9871626000000333],[2.9871782000000167],192227,001,2025-11-04_22h01.40.694,intentional binding,,2025.1.1,60.126831538440044,2025-11-04 22h01.53.632843 +0530,
