thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.41574074074074074)],[np.float64(0.3925925925925926)],[1],[0],[0],[2.4627528000000893],['target'],10,0,10,0,22.225875000000087,,10,22.206910899999457,22.225875000000087,22.225875000000087,0.03600000000005821,24.669756100000086,[np.float64(0.41574074074074074)],[np.float64(0.3925925925925926)],[1],[0],[0],[2.4627528000000893],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
11,0,11,[np.float64(-0.337037037037037)],[np.float64(-0.30925925925925923)],[1],[0],[0],[2.362139300000308],[None],11,0,11,0,24.707920400000148,,5,24.69112899999982,24.707920400000148,24.707920400000148,0.021171899999899324,27.053365499999927,[np.float64(-0.337037037037037)],[np.float64(-0.30925925925925923)],[1],[0],[0],[2.362139300000308],[None],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
12,0,12,[np.float64(-0.48148148148148145)],[np.float64(-0.1935185185185185)],[1],[0],[0],[0.9497827999994115],['target'],12,0,12,0,27.084683199999745,,5,27.07011270000021,27.084683199999745,27.084683199999745,0.016560999999455817,28.019987699999547,[np.float64(-0.48148148148148145)],[np.float64(-0.1935185185185185)],[1],[0],[0],[0.9497827999994115],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
13,0,13,[np.float64(-0.19166666666666668)],[np.float64(0.09259259259259259)],[1],[0],[0],[3.4314305000007153],[None],13,0,13,0,28.07487200000014,,10,28.055370199999743,28.07487200000014,28.07487200000014,0.03519739999956073,31.486918399999922,[np.float64(-0.19166666666666668)],[np.float64(0.09259259259259259)],[1],[0],[0],[3.4314305000007153],[None],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
14,0,14,[np.float64(0.18518518518518517)],[np.float64(-0.39351851851851855)],[1],[0],[0],[1.9641381000001275],['target'],14,0,14,0,31.518755500000225,,5,31.505497399999513,31.518755500000225,31.518755500000225,0.018318700000236277,33.46972430000005,[np.float64(0.18518518518518517)],[np.float64(-0.39351851851851855)],[1],[0],[0],[1.9641381000001275],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
15,0,15,[np.float64(0.075)],[np.float64(0.2361111111111111)],[1],[0],[0],[1.079414199999519],['target'],15,0,15,0,33.505383199999415,,5,33.490378299999975,33.505383199999415,33.505383199999415,0.0204663000004075,34.56987939999999,[np.float64(0.075)],[np.float64(0.2361111111111111)],[1],[0],[0],[1.079414199999519],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
16,0,16,[np.float64(-0.42407407407407405)],[np.float64(0.26666666666666666)],[1],[0],[0],[1.280681299999742],['target'],16,0,16,0,34.60385309999947,,5,34.58805849999953,34.60385309999947,34.60385309999947,0.017997599999944214,35.868831599999794,[np.float64(-0.42407407407407405)],[np.float64(0.26666666666666666)],[1],[0],[0],[1.280681299999742],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
17,0,17,[np.float64(0.12407407407407407)],[np.float64(-0.2490740740740741)],[1],[0],[0],[1.2165600999996968],['target'],17,0,17,0,35.90136299999995,,5,35.88736479999989,35.90136299999995,35.90136299999995,0.018365799999628507,37.10405410000021,[np.float64(0.12407407407407407)],[np.float64(-0.2490740740740741)],[1],[0],[0],[1.2165600999996968],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
18,0,18,[np.float64(0.17962962962962964)],[np.float64(-0.2953703703703704)],[1],[0],[0],[0.881544799999574],['target'],18,0,18,0,37.13619310000013,,5,37.12214549999953,37.13619310000013,37.13619310000013,0.017910699999447388,38.00380940000014,[np.float64(0.17962962962962964)],[np.float64(-0.2953703703703704)],[1],[0],[0],[0.881544799999574],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
19,0,19,[np.float64(-0.1685185185185185)],[np.float64(-0.2490740740740741)],[1],[0],[0],[1.015045099999952],['target'],19,0,19,0,38.035217999999986,,5,38.02165199999945,38.035217999999986,38.035217999999986,0.017670799999905284,39.03683199999978,[np.float64(-0.1685185185185185)],[np.float64(-0.2490740740740741)],[1],[0],[0],[1.015045099999952],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
20,0,20,[np.float64(-0.4703703703703704)],[np.float64(0.2851851851851852)],[1],[0],[0],[1.3638283000000229],[None],20,0,20,0,39.090571499999896,,10,39.07210450000002,39.090571499999896,39.090571499999896,0.035094699999717704,40.43602790000023,[np.float64(-0.4703703703703704)],[np.float64(0.2851851851851852)],[1],[0],[0],[1.3638283000000229],[None],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
21,0,21,[np.float64(0.2518518518518518)],[np.float64(0.08981481481481482)],[1],[0],[0],[1.1813830999999482],['target'],21,0,21,0,40.493116999999984,,10,40.47195399999964,40.493116999999984,40.493116999999984,0.03571689999989758,41.65344360000017,[np.float64(0.2518518518518518)],[np.float64(0.08981481481481482)],[1],[0],[0],[1.1813830999999482],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
22,0,22,[np.float64(-0.11388888888888889)],[np.float64(-0.15833333333333333)],[1],[0],[0],[1.2163416000003053],['target'],22,0,22,0,41.68347420000009,,5,41.67011939999975,41.68347420000009,41.68347420000009,0.01642379999975674,42.88658380000015,[np.float64(-0.11388888888888889)],[np.float64(-0.15833333333333333)],[1],[0],[0],[1.2163416000003053],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
23,0,23,[np.float64(0.13518518518518519)],[np.float64(-0.28888888888888886)],[1],[0],[0],[1.10466550000001],['target'],23,0,23,0,42.949007499999425,,10,42.93075529999987,42.949007499999425,42.949007499999425,0.043946300000243355,44.035536200000024,[np.float64(0.13518518518518519)],[np.float64(-0.28888888888888886)],[1],[0],[0],[1.10466550000001],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
24,0,24,[np.float64(0.2351851851851852)],[np.float64(-0.0712962962962963)],[1],[0],[0],[0.8319289000000936],[None],24,0,24,0,44.090279799999735,,10,44.0710839000003,44.090279799999735,44.090279799999735,0.035330799999428564,44.903103499999816,[np.float64(0.2351851851851852)],[np.float64(-0.0712962962962963)],[1],[0],[0],[0.8319289000000936],[None],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
25,0,25,[np.float64(0.2212962962962963)],[np.float64(-0.10740740740740741)],[1],[0],[0],[0.7485131000003094],['target'],25,0,25,0,44.935659799999485,,5,44.92103760000009,44.935659799999485,44.935659799999485,0.017717899999297515,45.669645500000115,[np.float64(0.2212962962962963)],[np.float64(-0.10740740740740741)],[1],[0],[0],[0.7485131000003094],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
26,0,26,[np.float64(-0.37222222222222223)],[np.float64(-0.20277777777777778)],[1],[0],[0],[1.2319067000007635],['target'],26,0,26,0,45.70116940000025,,5,45.68766890000006,45.70116940000025,45.70116940000025,0.017853399999694375,46.919667299999674,[np.float64(-0.37222222222222223)],[np.float64(-0.20277777777777778)],[1],[0],[0],[1.2319067000007635],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
27,0,27,[np.float64(0.3592592592592593)],[np.float64(0.4925925925925926)],[1],[0],[0],[2.090934699999707],['target'],27,0,27,0,46.985355799999525,,10,46.9618061000001,46.985355799999525,46.985355799999525,0.04198019999967073,49.05282660000012,[np.float64(0.3592592592592593)],[np.float64(0.4925925925925926)],[1],[0],[0],[2.090934699999707],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
28,0,28,[np.float64(-0.4861111111111111)],[np.float64(0.2675925925925926)],[1],[0],[0],[1.3320598999998765],['target'],28,0,28,0,49.085468799999944,,5,49.07095459999982,49.085468799999944,49.085468799999944,0.017900099999678787,50.40310700000009,[np.float64(-0.4861111111111111)],[np.float64(0.2675925925925926)],[1],[0],[0],[1.3320598999998765],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
29,0,29,[np.float64(-0.024074074074074074)],[np.float64(0.1425925925925926)],[1],[0],[0],[1.2822704000000158],['target'],29,0,29,0,50.43618509999942,,5,50.421043700000155,50.43618509999942,50.43618509999942,0.01773579999917274,51.70340390000001,[np.float64(-0.024074074074074074)],[np.float64(0.1425925925925926)],[1],[0],[0],[1.2822704000000158],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
30,0,30,[np.float64(0.39537037037037037)],[np.float64(0.37407407407407406)],[1],[0],[0],[0.9947189000004073],['target'],30,0,30,0,51.74012109999967,,5,51.72548469999947,51.74012109999967,51.74012109999967,0.02177769999980228,52.72032399999989,[np.float64(0.39537037037037037)],[np.float64(0.37407407407407406)],[1],[0],[0],[0.9947189000004073],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
31,0,31,[np.float64(0.4361111111111111)],[np.float64(-0.40185185185185185)],[1],[0],[0],[2.247343600000022],['target'],31,0,31,0,52.77511279999999,,10,52.7558941999996,52.77511279999999,52.77511279999999,0.03536110000004555,55.0033456000001,[np.float64(0.4361111111111111)],[np.float64(-0.40185185185185185)],[1],[0],[0],[2.247343600000022],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
32,0,32,[np.float64(0.1537037037037037)],[np.float64(0.10833333333333334)],[1],[0],[0],[1.0991013000002567],['target'],32,0,32,0,55.03412659999958,,5,55.02045799999996,55.03412659999958,55.03412659999958,0.016883899999811547,56.11972239999977,[np.float64(0.1537037037037037)],[np.float64(0.10833333333333334)],[1],[0],[0],[1.0991013000002567],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
33,0,33,[np.float64(-0.2814814814814815)],[np.float64(0.4685185185185185)],[1],[0],[0],[3.8480450000006385],['target'],33,0,33,0,56.17374680000012,,10,56.15546530000029,56.17374680000012,56.17374680000012,0.03554950000034296,60.003617499999564,[np.float64(-0.2814814814814815)],[np.float64(0.4685185185185185)],[1],[0],[0],[3.8480450000006385],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
34,0,34,[np.float64(-0.24074074074074073)],[np.float64(-0.06018518518518518)],[1],[0],[0],[0.7813251999996282],[None],34,0,34,0,60.03466969999954,,5,60.021317400000044,60.03466969999954,60.03466969999954,0.01747090000026219,60.80276020000019,[np.float64(-0.24074074074074073)],[np.float64(-0.06018518518518518)],[1],[0],[0],[0.7813251999996282],[None],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
35,0,35,[np.float64(-0.19722222222222222)],[np.float64(0.2037037037037037)],[1],[0],[0],[1.201316499999848],['target'],35,0,35,0,60.85301460000028,,10,60.8349804999998,60.85301460000028,60.85301460000028,0.032027999999627355,62.03644639999948,[np.float64(-0.19722222222222222)],[np.float64(0.2037037037037037)],[1],[0],[0],[1.201316499999848],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
36,0,36,[np.float64(-0.28425925925925927)],[np.float64(-0.48148148148148145)],[1],[0],[0],[3.059732200000326],['target'],36,0,36,0,62.094429099999616,,10,62.07606349999969,62.094429099999616,62.094429099999616,0.03926190000038332,65.13588879999952,[np.float64(-0.28425925925925927)],[np.float64(-0.48148148148148145)],[1],[0],[0],[3.059732200000326],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
37,0,37,[np.float64(-0.3055555555555556)],[np.float64(-0.38055555555555554)],[1],[0],[0],[2.2280306000002383],[None],37,0,37,0,65.17255550000027,,5,65.15748770000027,65.17255550000027,65.17255550000027,0.02136400000017602,67.3856380999996,[np.float64(-0.3055555555555556)],[np.float64(-0.38055555555555554)],[1],[0],[0],[2.2280306000002383],[None],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
38,0,38,[np.float64(-0.39166666666666666)],[np.float64(-0.03611111111111111)],[1],[0],[0],[1.9480266000000483],['target'],38,0,38,0,67.44008239999948,,10,67.42174599999998,67.44008239999948,67.44008239999948,0.03586939999968308,69.36989420000009,[np.float64(-0.39166666666666666)],[np.float64(-0.03611111111111111)],[1],[0],[0],[1.9480266000000483],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
39,0,39,[np.float64(-0.07685185185185185)],[np.float64(-0.07407407407407407)],[1],[0],[0],[1.9310523999993165],['target'],39,0,39,0,69.42382610000004,,10,69.40535819999968,69.42382610000004,69.42382610000004,0.03522950000024139,71.33650589999979,[np.float64(-0.07685185185185185)],[np.float64(-0.07407407407407407)],[1],[0],[0],[1.9310523999993165],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
40,0,40,[np.float64(0.21481481481481482)],[np.float64(-0.19444444444444445)],[1],[0],[0],[2.566332500000499],['target'],40,0,40,0,71.36815120000028,,5,71.35423530000025,71.36815120000028,71.36815120000028,0.017517799999950512,73.92067390000011,[np.float64(0.21481481481481482)],[np.float64(-0.19444444444444445)],[1],[0],[0],[2.566332500000499],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
41,0,41,[np.float64(-0.35555555555555557)],[np.float64(-0.40370370370370373)],[1],[0],[0],[1.550273300000299],['target'],41,0,41,0,73.97732279999946,,10,73.95373829999971,73.97732279999946,73.97732279999946,0.03286980000029871,75.5041111999999,[np.float64(-0.35555555555555557)],[np.float64(-0.40370370370370373)],[1],[0],[0],[1.550273300000299],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
42,0,42,[np.float64(-0.3453703703703704)],[np.float64(-0.18333333333333332)],[1],[0],[0],[1.2805741000001944],['target'],42,0,42,0,75.53924409999945,,5,75.52306320000025,75.53924409999945,75.53924409999945,0.018749199999547272,76.80373570000029,[np.float64(-0.3453703703703704)],[np.float64(-0.18333333333333332)],[1],[0],[0],[1.2805741000001944],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
43,0,43,[np.float64(-0.3490740740740741)],[np.float64(0.18888888888888888)],[1],[0],[0],[1.331168799999432],['target'],43,0,43,0,76.83571239999947,,5,76.82221260000006,76.83571239999947,76.83571239999947,0.018306299999494513,78.15347399999973,[np.float64(-0.3490740740740741)],[np.float64(0.18888888888888888)],[1],[0],[0],[1.331168799999432],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
44,0,44,[np.float64(0.4305555555555556)],[np.float64(-0.26481481481481484)],[1],[0],[0],[1.9139092000004894],['target'],44,0,44,0,78.20820699999967,,10,78.18918459999986,78.20820699999967,78.20820699999967,0.03552959999979066,80.10318589999952,[np.float64(0.4305555555555556)],[np.float64(-0.26481481481481484)],[1],[0],[0],[1.9139092000004894],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
45,0,45,[np.float64(0.43333333333333335)],[np.float64(0.012962962962962963)],[1],[0],[0],[1.0974280000000363],['target'],45,0,45,0,80.15832080000018,,10,80.1394623999995,80.15832080000018,80.15832080000018,0.036059600000044156,81.23703750000004,[np.float64(0.43333333333333335)],[np.float64(0.012962962962962963)],[1],[0],[0],[1.0974280000000363],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
46,0,46,[np.float64(-0.38333333333333336)],[np.float64(-0.2759259259259259)],[1],[0],[0],[1.427595800000745],['target'],46,0,46,0,81.27272399999947,,5,81.2584184999996,81.27272399999947,81.27272399999947,0.021088700000291283,82.68610679999983,[np.float64(-0.38333333333333336)],[np.float64(-0.2759259259259259)],[1],[0],[0],[1.427595800000745],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
47,0,47,[np.float64(-0.25555555555555554)],[np.float64(-0.3768518518518518)],[1],[0],[0],[1.032495000000381],['target'],47,0,47,0,82.71759320000001,,5,82.70386599999983,82.71759320000001,82.71759320000001,0.017584100000021863,83.73645589999978,[np.float64(-0.25555555555555554)],[np.float64(-0.3768518518518518)],[1],[0],[0],[1.032495000000381],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
48,0,48,[np.float64(-0.325)],[np.float64(0.07222222222222222)],[1],[0],[0],[0.9986202000000048],['target'],48,0,48,0,83.76996539999982,,5,83.75510729999951,83.76996539999982,83.76996539999982,0.018493700000362878,84.75384339999982,[np.float64(-0.325)],[np.float64(0.07222222222222222)],[1],[0],[0],[0.9986202000000048],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
49,0,49,[np.float64(0.040740740740740744)],[np.float64(0.2611111111111111)],[1],[0],[0],[1.1655024000001504],[None],49,0,49,0,84.78535659999943,,5,84.77163029999974,84.78535659999943,84.78535659999943,0.01761499999975058,85.93723729999965,[np.float64(0.040740740740740744)],[np.float64(0.2611111111111111)],[1],[0],[0],[1.1655024000001504],[None],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
50,0,50,[np.float64(-0.08518518518518518)],[np.float64(0.21296296296296297)],[1],[0],[0],[0.8475226999998995],['target'],50,0,50,0,85.96983980000005,,5,85.95550149999963,85.96983980000005,85.96983980000005,0.01807250000001659,86.80313120000028,[np.float64(-0.08518518518518518)],[np.float64(0.21296296296296297)],[1],[0],[0],[0.8475226999998995],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
51,0,51,[np.float64(0.4462962962962963)],[np.float64(-0.17777777777777778)],[1],[0],[0],[1.1007844000005207],[None],51,0,51,0,86.83322789999966,,5,86.81960530000015,86.83322789999966,86.83322789999966,0.016301700000440178,87.92048169999998,[np.float64(0.4462962962962963)],[np.float64(-0.17777777777777778)],[1],[0],[0],[1.1007844000005207],[None],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
52,0,52,[np.float64(-0.18518518518518517)],[np.float64(-0.16111111111111112)],[1],[0],[0],[1.213806100000511],['target'],52,0,52,0,87.97652279999966,,10,87.95608309999989,87.97652279999966,87.97652279999966,0.03543749999971624,89.16999560000022,[np.float64(-0.18518518518518517)],[np.float64(-0.16111111111111112)],[1],[0],[0],[1.213806100000511],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
53,0,53,[np.float64(0.09166666666666666)],[np.float64(-0.2324074074074074)],[1],[0],[0],[1.1941727000003084],['target'],53,0,53,0,89.20714570000018,,5,89.19263099999989,89.20714570000018,89.20714570000018,0.022326000000248314,90.38689859999977,[np.float64(0.09166666666666666)],[np.float64(-0.2324074074074074)],[1],[0],[0],[1.1941727000003084],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
54,0,54,[np.float64(-0.32314814814814813)],[np.float64(0.18703703703703703)],[1],[0],[0],[1.2647127999998702],['target'],54,0,54,0,90.41905039999983,,5,90.40495769999961,90.41905039999983,90.41905039999983,0.017863000000033935,91.66976299999988,[np.float64(-0.32314814814814813)],[np.float64(0.18703703703703703)],[1],[0],[0],[1.2647127999998702],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
55,0,55,[np.float64(-0.14629629629629629)],[np.float64(0.08518518518518518)],[1],[0],[0],[0.9965112999998382],['target'],55,0,55,0,91.72595939999974,,10,91.70683829999962,91.72595939999974,91.72595939999974,0.03690519999963726,92.70345579999957,[np.float64(-0.14629629629629629)],[np.float64(0.08518518518518518)],[1],[0],[0],[0.9965112999998382],['target'],par_5_final,001,2025-09-30_12h28.39.927,visual search,,2025.1.1,60.17734262855911,2025-09-30 12h28.48.149498 +0530,
