thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.4287037037037037)],[np.float64(0.37777777777777777)],[1],[0],[0],[1.3595860999998877],['target'],10,0,10,0,11.70076680000011,,10,11.680132200000116,11.70076680000011,11.70076680000011,0.04090270000006058,13.03985449999982,[np.float64(0.4287037037037037)],[np.float64(0.37777777777777777)],[1],[0],[0],[1.3595860999998877],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
11,0,11,[np.float64(-0.4)],[np.float64(-0.4638888888888889)],[1],[0],[0],[1.1328953000002002],[None],11,0,11,0,13.07449349999979,,5,13.058562899999743,13.07449349999979,13.07449349999979,0.018476600000212784,14.191582599999947,[np.float64(-0.4)],[np.float64(-0.4638888888888889)],[1],[0],[0],[1.1328953000002002],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
12,0,12,[np.float64(0.24259259259259258)],[np.float64(0.1527777777777778)],[1],[0],[0],[0.9823301000001265],['target'],12,0,12,0,14.222584300000108,,5,14.207926199999747,14.222584300000108,14.222584300000108,0.016159499999957916,15.190347499999916,[np.float64(0.24259259259259258)],[np.float64(0.1527777777777778)],[1],[0],[0],[0.9823301000001265],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
13,0,13,[np.float64(0.39351851851851855)],[np.float64(-0.3453703703703704)],[1],[0],[0],[1.5771522999998524],['target'],13,0,13,0,15.248580899999979,,10,15.229533199999878,15.248580899999979,15.248580899999979,0.039019099999677564,16.806820400000106,[np.float64(0.39351851851851855)],[np.float64(-0.3453703703703704)],[1],[0],[0],[1.5771522999998524],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
14,0,14,[np.float64(0.19722222222222222)],[np.float64(-0.3277777777777778)],[1],[0],[0],[1.0769671000002745],[None],14,0,14,0,16.846316899999692,,5,16.829938200000015,16.846316899999692,16.846316899999692,0.022790200000144978,17.907064300000002,[np.float64(0.19722222222222222)],[np.float64(-0.3277777777777778)],[1],[0],[0],[1.0769671000002745],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
15,0,15,[np.float64(-0.08425925925925926)],[np.float64(-0.4)],[1],[0],[0],[1.794881499999974],['target'],15,0,15,0,17.9428783999997,,5,17.92770789999986,17.9428783999997,17.9428783999997,0.02045640000005733,19.722692499999994,[np.float64(-0.08425925925925926)],[np.float64(-0.4)],[1],[0],[0],[1.794881499999974],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
16,0,16,[np.float64(-0.3212962962962963)],[np.float64(0.3277777777777778)],[1],[0],[0],[1.4827118000002883],['target'],16,0,16,0,19.754720500000076,,5,19.740235400000074,19.754720500000076,19.754720500000076,0.017362300000058895,21.223046499999782,[np.float64(-0.3212962962962963)],[np.float64(0.3277777777777778)],[1],[0],[0],[1.4827118000002883],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
17,0,17,[np.float64(-0.17222222222222222)],[np.float64(-0.03611111111111111)],[1],[0],[0],[0.8634115999998357],['target'],17,0,17,0,21.258337899999788,,5,21.24239570000009,21.258337899999788,21.258337899999788,0.019164000000273518,22.105897500000083,[np.float64(-0.17222222222222222)],[np.float64(-0.03611111111111111)],[1],[0],[0],[0.8634115999998357],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
18,0,18,[np.float64(-0.38796296296296295)],[np.float64(-0.4666666666666667)],[1],[0],[0],[1.448091000000204],['target'],18,0,18,0,22.138329299999896,,5,22.124556400000074,22.138329299999896,22.138329299999896,0.018505000000004657,23.572746899999856,[np.float64(-0.38796296296296295)],[np.float64(-0.4666666666666667)],[1],[0],[0],[1.448091000000204],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
19,0,19,[np.float64(-0.2814814814814815)],[np.float64(0.037037037037037035)],[1],[0],[0],[1.1654029999999693],['target'],19,0,19,0,23.604396700000052,,5,23.59065439999995,23.604396700000052,23.604396700000052,0.017721400000027643,24.756166299999677,[np.float64(-0.2814814814814815)],[np.float64(0.037037037037037035)],[1],[0],[0],[1.1654029999999693],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
20,0,20,[np.float64(0.4444444444444444)],[np.float64(-0.22037037037037038)],[1],[0],[0],[1.646040599999651],['target'],20,0,20,0,24.793090599999687,,5,24.77714939999987,24.793090599999687,24.793090599999687,0.020766099999946164,26.423291499999777,[np.float64(0.4444444444444444)],[np.float64(-0.22037037037037038)],[1],[0],[0],[1.646040599999651],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
21,0,21,[np.float64(-0.549074074074074)],[np.float64(0.040740740740740744)],[1],[0],[0],[1.2639884999998685],[None],21,0,21,0,26.45621549999987,,5,26.44189890000007,26.45621549999987,26.45621549999987,0.01842400000032285,27.70597399999997,[np.float64(-0.549074074074074)],[np.float64(0.040740740740740744)],[1],[0],[0],[1.2639884999998685],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
22,0,22,[np.float64(0.062037037037037036)],[np.float64(-0.3435185185185185)],[1],[0],[0],[1.145407200000136],[None],22,0,22,0,27.74454999999989,,5,27.727142100000037,27.74454999999989,27.74454999999989,0.021013999999922817,28.872630399999707,[np.float64(0.062037037037037036)],[np.float64(-0.3435185185185185)],[1],[0],[0],[1.145407200000136],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
23,0,23,[np.float64(0.23981481481481481)],[np.float64(-0.13518518518518519)],[1],[0],[0],[0.8146034000001237],[None],23,0,23,0,28.905715500000042,,5,28.89131849999967,28.905715500000042,28.905715500000042,0.018510200000037003,29.70600979999972,[np.float64(0.23981481481481481)],[np.float64(-0.13518518518518519)],[1],[0],[0],[0.8146034000001237],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
24,0,24,[np.float64(0.06666666666666667)],[np.float64(-0.13703703703703704)],[1],[0],[0],[0.7772267999998803],[None],24,0,24,0,29.74515829999973,,5,29.72847700000011,29.74515829999973,29.74515829999973,0.022306899999875895,30.50598919999993,[np.float64(0.06666666666666667)],[np.float64(-0.13703703703703704)],[1],[0],[0],[0.7772267999998803],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
25,0,25,[np.float64(0.45925925925925926)],[np.float64(0.41574074074074074)],[1],[0],[0],[1.4765502999998716],['target'],25,0,25,0,30.566817999999785,,10,30.546332500000062,30.566817999999785,30.566817999999785,0.04017329999987851,32.02300659999992,[np.float64(0.45925925925925926)],[np.float64(0.41574074074074074)],[1],[0],[0],[1.4765502999998716],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
26,0,26,[np.float64(0.025925925925925925)],[np.float64(-0.2796296296296296)],[1],[0],[0],[1.2165319999999156],[None],26,0,26,0,32.074552199999744,,10,32.055895599999985,32.074552199999744,32.074552199999744,0.03256280000005063,33.27254119999998,[np.float64(0.025925925925925925)],[np.float64(-0.2796296296296296)],[1],[0],[0],[1.2165319999999156],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
27,0,27,[np.float64(0.4962962962962963)],[np.float64(-0.44907407407407407)],[1],[0],[0],[1.1976645999998254],['target'],27,0,27,0,33.32782959999986,,10,33.30868129999999,33.32782959999986,33.32782959999986,0.035848600000008446,34.50643339999988,[np.float64(0.4962962962962963)],[np.float64(-0.44907407407407407)],[1],[0],[0],[1.1976645999998254],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
28,0,28,[np.float64(0.013888888888888888)],[np.float64(0.3972222222222222)],[1],[0],[0],[1.1979239000002053],['target'],28,0,28,0,34.56004949999988,,10,34.541116800000054,34.56004949999988,34.56004949999988,0.03444830000034926,35.73917780000011,[np.float64(0.013888888888888888)],[np.float64(0.3972222222222222)],[1],[0],[0],[1.1979239000002053],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
29,0,29,[np.float64(-0.04259259259259259)],[np.float64(-0.43425925925925923)],[1],[0],[0],[1.4800737999999],['target'],29,0,29,0,35.77298840000003,,5,35.7593496999998,35.77298840000003,35.77298840000003,0.019879599999967468,37.239511499999935,[np.float64(-0.04259259259259259)],[np.float64(-0.43425925925925923)],[1],[0],[0],[1.4800737999999],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
30,0,30,[np.float64(0.22407407407407406)],[np.float64(-0.48518518518518516)],[1],[0],[0],[1.1645266999998967],['target'],30,0,30,0,37.27455579999969,,5,37.25826559999996,37.27455579999969,37.27455579999969,0.018577999999706662,38.422894799999995,[np.float64(0.22407407407407406)],[np.float64(-0.48518518518518516)],[1],[0],[0],[1.1645266999998967],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
31,0,31,[np.float64(0.5435185185185185)],[np.float64(-0.43425925925925923)],[1],[0],[0],[1.9983766000000287],[None],31,0,31,0,38.455333899999914,,5,38.44076649999988,38.455333899999914,38.455333899999914,0.017693799999960902,40.43923249999989,[np.float64(0.5435185185185185)],[np.float64(-0.43425925925925923)],[1],[0],[0],[1.9983766000000287],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
32,0,32,[np.float64(0.2796296296296296)],[np.float64(0.27314814814814814)],[1],[0],[0],[1.4138662000000295],['target'],32,0,32,0,40.49600710000004,,10,40.47548809999989,40.49600710000004,40.49600710000004,0.03608039999971879,41.88950169999998,[np.float64(0.2796296296296296)],[np.float64(0.27314814814814814)],[1],[0],[0],[1.4138662000000295],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
33,0,33,[np.float64(-0.28703703703703703)],[np.float64(-0.09722222222222222)],[1],[0],[0],[1.1337244999999712],[None],33,0,33,0,41.919415899999876,,5,41.90586660000008,41.919415899999876,41.919415899999876,0.01612310000018624,43.03969120000011,[np.float64(-0.28703703703703703)],[np.float64(-0.09722222222222222)],[1],[0],[0],[1.1337244999999712],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
34,0,34,[np.float64(-0.44814814814814813)],[np.float64(0.23148148148148148)],[1],[0],[0],[0.9484059999999772],[None],34,0,34,0,43.07543029999988,,5,43.05801229999997,43.07543029999988,43.07543029999988,0.01811309999993682,44.00650949999999,[np.float64(-0.44814814814814813)],[np.float64(0.23148148148148148)],[1],[0],[0],[0.9484059999999772],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
35,0,35,[np.float64(-0.06759259259259259)],[np.float64(0.32037037037037036)],[1],[0],[0],[1.131873700000142],[None],35,0,35,0,44.03938849999986,,5,44.02430060000006,44.03938849999986,44.03938849999986,0.017620499999793537,45.156264100000044,[np.float64(-0.06759259259259259)],[np.float64(0.32037037037037036)],[1],[0],[0],[1.131873700000142],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
36,0,36,[np.float64(0.4222222222222222)],[np.float64(-0.24444444444444444)],[1],[0],[0],[1.5007723000003352],['target'],36,0,36,0,45.18809119999969,,5,45.173590500000046,45.18809119999969,45.18809119999969,0.01714670000001206,46.674448499999926,[np.float64(0.4222222222222222)],[np.float64(-0.24444444444444444)],[1],[0],[0],[1.5007723000003352],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
37,0,37,[np.float64(-0.13796296296296295)],[np.float64(0.2722222222222222)],[1],[0],[0],[1.329852899999878],[None],37,0,37,0,46.7066605,,5,46.69262949999984,46.7066605,46.7066605,0.01801130000012563,48.022567999999865,[np.float64(-0.13796296296296295)],[np.float64(0.2722222222222222)],[1],[0],[0],[1.329852899999878],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
38,0,38,[np.float64(-0.2064814814814815)],[np.float64(-0.40555555555555556)],[1],[0],[0],[1.3653481000001193],['target'],38,0,38,0,48.05502279999973,,5,48.04089870000007,48.05502279999973,48.05502279999973,0.01816629999984798,49.40635169999996,[np.float64(-0.2064814814814815)],[np.float64(-0.40555555555555556)],[1],[0],[0],[1.3653481000001193],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
39,0,39,[np.float64(-0.2490740740740741)],[np.float64(0.4064814814814815)],[1],[0],[0],[1.6316623000002437],['target'],39,0,39,0,49.43984569999975,,5,49.424310200000036,49.43984569999975,49.43984569999975,0.01778939999985596,51.05605190000006,[np.float64(-0.2490740740740741)],[np.float64(0.4064814814814815)],[1],[0],[0],[1.6316623000002437],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
40,0,40,[np.float64(-0.4361111111111111)],[np.float64(-0.19074074074074074)],[1],[0],[0],[1.1594101000000592],[None],40,0,40,0,51.11525829999982,,10,51.096952099999726,51.11525829999982,51.11525829999982,0.04072600000017701,52.25644319999992,[np.float64(-0.4361111111111111)],[np.float64(-0.19074074074074074)],[1],[0],[0],[1.1594101000000592],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
41,0,41,[np.float64(0.3685185185185185)],[np.float64(-0.037037037037037035)],[1],[0],[0],[1.0646496000003935],['target'],41,0,41,0,52.287489099999675,,5,52.2742303,52.287489099999675,52.287489099999675,0.017572700000073382,53.33900689999973,[np.float64(0.3685185185185185)],[np.float64(-0.037037037037037035)],[1],[0],[0],[1.0646496000003935],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
42,0,42,[np.float64(-0.2916666666666667)],[np.float64(0.3851851851851852)],[1],[0],[0],[1.6467890999997508],['target'],42,0,42,0,53.39456229999996,,10,53.3759213999997,53.39456229999996,53.39456229999996,0.036740999999892665,55.02280530000007,[np.float64(-0.2916666666666667)],[np.float64(0.3851851851851852)],[1],[0],[0],[1.6467890999997508],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
43,0,43,[np.float64(0.4324074074074074)],[np.float64(-0.43148148148148147)],[1],[0],[0],[1.5655910999998923],[None],43,0,43,0,55.055187699999806,,5,55.04120560000001,55.055187699999806,55.055187699999806,0.018188000000009197,56.606903299999885,[np.float64(0.4324074074074074)],[np.float64(-0.43148148148148147)],[1],[0],[0],[1.5655910999998923],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
44,0,44,[np.float64(-0.012037037037037037)],[np.float64(0.2361111111111111)],[1],[0],[0],[1.4611581999997725],['target'],44,0,44,0,56.66474590000007,,10,56.64540699999998,56.66474590000007,56.66474590000007,0.038317000000006374,58.106646400000045,[np.float64(-0.012037037037037037)],[np.float64(0.2361111111111111)],[1],[0],[0],[1.4611581999997725],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
45,0,45,[np.float64(0.3212962962962963)],[np.float64(-0.29907407407407405)],[1],[0],[0],[1.4260887000000366],['target'],45,0,45,0,58.1686423000001,,10,58.14716210000006,58.1686423000001,58.1686423000001,0.04027849999965838,59.573352200000045,[np.float64(0.3212962962962963)],[np.float64(-0.29907407407407405)],[1],[0],[0],[1.4260887000000366],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
46,0,46,[np.float64(0.18055555555555555)],[np.float64(0.14722222222222223)],[1],[0],[0],[0.9295488000002479],[None],46,0,46,0,59.634094600000026,,10,59.611486199999945,59.634094600000026,59.634094600000026,0.03788540000005014,60.541115199999695,[np.float64(0.18055555555555555)],[np.float64(0.14722222222222223)],[1],[0],[0],[0.9295488000002479],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
47,0,47,[np.float64(-0.2388888888888889)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.9723632999998699],['target'],47,0,47,0,60.60285369999974,,10,60.5833305000001,60.60285369999974,60.60285369999974,0.04200519999994867,61.55580669999972,[np.float64(-0.2388888888888889)],[np.float64(0.13240740740740742)],[1],[0],[0],[0.9723632999998699],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
48,0,48,[np.float64(-0.2722222222222222)],[np.float64(0.06944444444444445)],[1],[0],[0],[0.7982672000002822],['target'],48,0,48,0,61.58844429999999,,5,61.57463680000001,61.58844429999999,61.58844429999999,0.018345700000281795,62.37299279999979,[np.float64(-0.2722222222222222)],[np.float64(0.06944444444444445)],[1],[0],[0],[0.7982672000002822],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
49,0,49,[np.float64(0.5027777777777778)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.0798085999999785],['target'],49,0,49,0,62.406757299999754,,5,62.392458799999986,62.406757299999754,62.406757299999754,0.019262499999967986,63.47239009999976,[np.float64(0.5027777777777778)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.0798085999999785],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
50,0,50,[np.float64(-0.42592592592592593)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.230855799999972],[None],50,0,50,0,63.5083254000001,,5,63.49224460000005,63.5083254000001,63.5083254000001,0.019591199999922537,64.7231855,[np.float64(-0.42592592592592593)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.230855799999972],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
51,0,51,[np.float64(0.5)],[np.float64(0.14814814814814814)],[1],[0],[0],[1.6608327000003555],['target'],51,0,51,0,64.78246450000006,,10,64.76234799999975,64.78246450000006,64.78246450000006,0.03901180000002569,66.42326599999978,[np.float64(0.5)],[np.float64(0.14814814814814814)],[1],[0],[0],[1.6608327000003555],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
52,0,52,[np.float64(0.07962962962962963)],[np.float64(0.16111111111111112)],[1],[0],[0],[1.3480156000000534],['target'],52,0,52,0,66.45522029999984,,5,66.44146359999968,66.45522029999984,66.45522029999984,0.017986199999995733,67.78956500000004,[np.float64(0.07962962962962963)],[np.float64(0.16111111111111112)],[1],[0],[0],[1.3480156000000534],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
53,0,53,[np.float64(-0.32407407407407407)],[np.float64(-0.22685185185185186)],[1],[0],[0],[1.731559500000003],['target'],53,0,53,0,67.84423680000009,,10,67.82441659999995,67.84423680000009,67.84423680000009,0.03466000000025815,69.55606429999989,[np.float64(-0.32407407407407407)],[np.float64(-0.22685185185185186)],[1],[0],[0],[1.731559500000003],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
54,0,54,[np.float64(-0.3731481481481482)],[np.float64(0.25925925925925924)],[1],[0],[0],[1.7321228000000701],['target'],54,0,54,0,69.58857659999967,,5,69.57373559999996,69.58857659999967,69.58857659999967,0.01746099999991202,71.3059459000001,[np.float64(-0.3731481481481482)],[np.float64(0.25925925925925924)],[1],[0],[0],[1.7321228000000701],['target'],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
55,0,55,[np.float64(-0.29074074074074074)],[np.float64(0.2675925925925926)],[1],[0],[0],[2.3600203000000874],[None],55,0,55,0,71.36664739999969,,10,71.3474170999998,71.36664739999969,71.36664739999969,0.04130609999992885,73.70752510000011,[np.float64(-0.29074074074074074)],[np.float64(0.2675925925925926)],[1],[0],[0],[2.3600203000000874],[None],par_2_final,001,2025-09-30_11h57.18.644,visual search,,2025.1.1,59.94646780433818,2025-09-30 11h57.28.085968 +0530,
