thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.1925925925925926)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.1651566999998977],['target'],10,0,10,0,13.129660499999773,,5,13.115635099999963,13.129660499999773,13.129660499999773,0.01754990000063117,14.280882400000337,[np.float64(0.1925925925925926)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.1651566999998977],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
11,0,11,[np.float64(0.1425925925925926)],[np.float64(-0.38981481481481484)],[1],[0],[0],[1.5617584000001443],['target'],11,0,11,0,14.31832889999987,,5,14.30237440000019,14.31832889999987,14.31832889999987,0.0213328999998339,15.86422020000009,[np.float64(0.1425925925925926)],[np.float64(-0.38981481481481484)],[1],[0],[0],[1.5617584000001443],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
12,0,12,[np.float64(-0.3574074074074074)],[np.float64(-0.003703703703703704)],[1],[0],[0],[1.8481596999999965],['target'],12,0,12,0,15.918937299999925,,10,15.899570500000664,15.918937299999925,15.918937299999925,0.03517970000029891,17.74785030000021,[np.float64(-0.3574074074074074)],[np.float64(-0.003703703703703704)],[1],[0],[0],[1.8481596999999965],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
13,0,13,[np.float64(-0.4324074074074074)],[np.float64(0.17037037037037037)],[1],[0],[0],[3.281227599999511],['target'],13,0,13,0,17.80261200000041,,10,17.784023300000626,17.80261200000041,17.80261200000041,0.03595859999950335,21.065340900000592,[np.float64(-0.4324074074074074)],[np.float64(0.17037037037037037)],[1],[0],[0],[3.281227599999511],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
14,0,14,[np.float64(0.35555555555555557)],[np.float64(-0.45185185185185184)],[1],[0],[0],[1.7638542000004236],['target'],14,0,14,0,21.100746099999924,,5,21.084995500000332,21.100746099999924,21.100746099999924,0.01943940000001021,22.848934600000575,[np.float64(0.35555555555555557)],[np.float64(-0.45185185185185184)],[1],[0],[0],[1.7638542000004236],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
15,0,15,[np.float64(0.34629629629629627)],[np.float64(-0.1574074074074074)],[1],[0],[0],[2.0810782999997173],[None],15,0,15,0,22.902517600000465,,10,22.883625999999822,22.902517600000465,22.902517600000465,0.034510100000261446,24.964840700000423,[np.float64(0.34629629629629627)],[np.float64(-0.1574074074074074)],[1],[0],[0],[2.0810782999997173],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
16,0,16,[np.float64(0.32314814814814813)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.743893300000309],[None],16,0,16,0,25.02446140000029,,10,25.004324200000156,25.02446140000029,25.02446140000029,0.039141400000517024,26.748349999999846,[np.float64(0.32314814814814813)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.743893300000309],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
17,0,17,[np.float64(0.10092592592592593)],[np.float64(0.24722222222222223)],[1],[0],[0],[1.4126526999998532],[None],17,0,17,0,26.78334200000063,,5,26.768702200000007,26.78334200000063,26.78334200000063,0.02003839999997581,28.18144620000021,[np.float64(0.10092592592592593)],[np.float64(0.24722222222222223)],[1],[0],[0],[1.4126526999998532],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
18,0,18,[np.float64(-0.5037037037037037)],[np.float64(-0.13796296296296295)],[1],[0],[0],[1.8151322000003347],[None],18,0,18,0,28.23571559999982,,10,28.21663140000055,28.23571559999982,28.23571559999982,0.03500179999991815,30.03186689999984,[np.float64(-0.5037037037037037)],[np.float64(-0.13796296296296295)],[1],[0],[0],[1.8151322000003347],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
19,0,19,[np.float64(-0.4546296296296296)],[np.float64(-0.44537037037037036)],[1],[0],[0],[1.1477662000006603],[None],19,0,19,0,30.064911999999822,,5,30.05106440000054,30.064911999999822,30.064911999999822,0.01897030000054656,31.198918699999922,[np.float64(-0.4546296296296296)],[np.float64(-0.44537037037037036)],[1],[0],[0],[1.1477662000006603],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
20,0,20,[np.float64(0.06944444444444445)],[np.float64(0.13796296296296295)],[1],[0],[0],[1.0978944000007687],['target'],20,0,20,0,31.252825600000506,,10,31.233743900000263,31.252825600000506,31.252825600000506,0.034661700000469864,32.33174589999999,[np.float64(0.06944444444444445)],[np.float64(0.13796296296296295)],[1],[0],[0],[1.0978944000007687],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
21,0,21,[np.float64(-0.4398148148148148)],[np.float64(-0.17777777777777778)],[1],[0],[0],[1.16762000000017],[None],21,0,21,0,32.38656280000032,,10,32.3646404000001,32.38656280000032,32.38656280000032,0.03268949999983306,33.532353700000385,[np.float64(-0.4398148148148148)],[np.float64(-0.17777777777777778)],[1],[0],[0],[1.16762000000017],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
22,0,22,[np.float64(-0.28055555555555556)],[np.float64(-0.17222222222222222)],[1],[0],[0],[0.9337126000000353],['target'],22,0,22,0,33.58329380000032,,10,33.564778699999806,33.58329380000032,33.58329380000032,0.032181800000216754,34.49863370000003,[np.float64(-0.28055555555555556)],[np.float64(-0.17222222222222222)],[1],[0],[0],[0.9337126000000353],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
23,0,23,[np.float64(0.19074074074074074)],[np.float64(0.12407407407407407)],[1],[0],[0],[2.0253677000000607],['target'],23,0,23,0,34.55837359999987,,10,34.53903460000038,34.55837359999987,34.55837359999987,0.040118900000379654,36.564524400000664,[np.float64(0.19074074074074074)],[np.float64(0.12407407407407407)],[1],[0],[0],[2.0253677000000607],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
24,0,24,[np.float64(-0.5592592592592592)],[np.float64(-0.49907407407407406)],[1],[0],[0],[1.1989581999996517],[None],24,0,24,0,36.596298399999796,,5,36.58224109999992,36.596298399999796,36.596298399999796,0.017478599999776634,37.78128950000064,[np.float64(-0.5592592592592592)],[np.float64(-0.49907407407407406)],[1],[0],[0],[1.1989581999996517],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
25,0,25,[np.float64(-0.1824074074074074)],[np.float64(0.03981481481481482)],[1],[0],[0],[1.1818294999993668],['target'],25,0,25,0,37.81291810000039,,5,37.79917960000057,37.81291810000039,37.81291810000039,0.017703500000607164,38.98112850000052,[np.float64(-0.1824074074074074)],[np.float64(0.03981481481481482)],[1],[0],[0],[1.1818294999993668],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
26,0,26,[np.float64(0.22314814814814815)],[np.float64(0.09907407407407408)],[1],[0],[0],[1.3643945000003441],['target'],26,0,26,0,39.03618590000042,,10,39.01697690000037,39.03618590000042,39.03618590000042,0.035636600000543694,40.381477599999926,[np.float64(0.22314814814814815)],[np.float64(0.09907407407407408)],[1],[0],[0],[1.3643945000003441],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
27,0,27,[np.float64(0.3194444444444444)],[np.float64(0.3333333333333333)],[1],[0],[0],[0.881139300000541],['target'],27,0,27,0,40.415237700000034,,5,40.400949500000024,40.415237700000034,40.415237700000034,0.019268799999736075,41.28219119999994,[np.float64(0.3194444444444444)],[np.float64(0.3333333333333333)],[1],[0],[0],[0.881139300000541],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
28,0,28,[np.float64(-0.08981481481481482)],[np.float64(0.3037037037037037)],[1],[0],[0],[1.4784412999997585],[None],28,0,28,0,41.337103599999864,,10,41.318557300000066,41.337103599999864,41.337103599999864,0.03618689999984781,42.79711680000037,[np.float64(-0.08981481481481482)],[np.float64(0.3037037037037037)],[1],[0],[0],[1.4784412999997585],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
29,0,29,[np.float64(-0.075)],[np.float64(-0.22962962962962963)],[1],[0],[0],[3.382781199999954],['target'],29,0,29,0,42.85164189999978,,10,42.83333330000005,42.85164189999978,42.85164189999978,0.03590890000032232,46.216224100000545,[np.float64(-0.075)],[np.float64(-0.22962962962962963)],[1],[0],[0],[3.382781199999954],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
30,0,30,[np.float64(0.018518518518518517)],[np.float64(0.22314814814814815)],[1],[0],[0],[3.045771400000376],[None],30,0,30,0,46.249797800000124,,5,46.23502110000027,46.249797800000124,46.249797800000124,0.0185817000001407,49.280911100000594,[np.float64(0.018518518518518517)],[np.float64(0.22314814814814815)],[1],[0],[0],[3.045771400000376],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
31,0,31,[np.float64(-0.42592592592592593)],[np.float64(0.040740740740740744)],[1],[0],[0],[2.3950580999999147],['target'],31,0,31,0,49.32004320000033,,5,49.302597400000195,49.32004320000033,49.32004320000033,0.0214629000001878,51.69773900000018,[np.float64(-0.42592592592592593)],[np.float64(0.040740740740740744)],[1],[0],[0],[2.3950580999999147],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
32,0,32,[np.float64(-0.39814814814814814)],[np.float64(-0.4962962962962963)],[1],[0],[0],[2.4111352999998417],[None],32,0,32,0,51.759317800000645,,10,51.73768050000035,51.759317800000645,51.759317800000645,0.03978729999926145,54.14889560000029,[np.float64(-0.39814814814814814)],[np.float64(-0.4962962962962963)],[1],[0],[0],[2.4111352999998417],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
33,0,33,[np.float64(-0.3527777777777778)],[np.float64(0.5)],[1],[0],[0],[2.1773401000000376],[None],33,0,33,0,54.184504700000616,,5,54.17006089999995,54.184504700000616,54.184504700000616,0.020973000000594766,56.34753550000005,[np.float64(-0.3527777777777778)],[np.float64(0.5)],[1],[0],[0],[2.1773401000000376],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
34,0,34,[np.float64(0.1638888888888889)],[np.float64(-0.21296296296296297)],[1],[0],[0],[2.8272508000000016],[None],34,0,34,0,56.38514010000017,,5,56.370381000000634,56.38514010000017,56.38514010000017,0.02261480000015581,59.19773450000048,[np.float64(0.1638888888888889)],[np.float64(-0.21296296296296297)],[1],[0],[0],[2.8272508000000016],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
35,0,35,[np.float64(0.3592592592592593)],[np.float64(0.28703703703703703)],[1],[0],[0],[2.695079899999655],['target'],35,0,35,0,59.25486189999992,,10,59.23659310000039,59.25486189999992,59.25486189999992,0.03869510000004084,61.93178910000006,[np.float64(0.3592592592592593)],[np.float64(0.28703703703703703)],[1],[0],[0],[2.695079899999655],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
36,0,36,[np.float64(-0.06944444444444445)],[np.float64(0.4722222222222222)],[1],[0],[0],[4.2639203999997335],['target'],36,0,36,0,61.98586580000028,,10,61.96743900000001,61.98586580000028,61.98586580000028,0.03544379999948433,66.23144970000067,[np.float64(-0.06944444444444445)],[np.float64(0.4722222222222222)],[1],[0],[0],[4.2639203999997335],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
37,0,37,[np.float64(-0.06944444444444445)],[np.float64(0.4722222222222222)],[1],[0],[0],[1.0282286999999997],[None],37,0,37,0,66.26860579999993,,5,66.25252,66.26860579999993,66.26860579999993,0.020847900000262598,67.28091910000057,[np.float64(-0.06944444444444445)],[np.float64(0.4722222222222222)],[1],[0],[0],[1.0282286999999997],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
38,0,38,[np.float64(-0.4824074074074074)],[np.float64(-0.28888888888888886)],[1],[0],[0],[1.3134792000000743],[None],38,0,38,0,67.3160125000004,,5,67.30115290000049,67.3160125000004,67.3160125000004,0.019929799999772513,68.61474910000015,[np.float64(-0.4824074074074074)],[np.float64(-0.28888888888888886)],[1],[0],[0],[1.3134792000000743],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
39,0,39,[np.float64(0.3388888888888889)],[np.float64(-0.17037037037037037)],[1],[0],[0],[2.0650321000002805],[None],39,0,39,0,68.64844950000042,,5,68.6334179000005,68.64844950000042,68.64844950000042,0.0184134000000995,70.6985396,[np.float64(0.3388888888888889)],[np.float64(-0.17037037037037037)],[1],[0],[0],[2.0650321000002805],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
40,0,40,[np.float64(-0.012962962962962963)],[np.float64(-0.30833333333333335)],[1],[0],[0],[1.8813636000004408],['target'],40,0,40,0,70.73076600000059,,5,70.71695890000046,70.73076600000059,70.73076600000059,0.01825280000048224,72.59842970000045,[np.float64(-0.012962962962962963)],[np.float64(-0.30833333333333335)],[1],[0],[0],[1.8813636000004408],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
41,0,41,[np.float64(0.3490740740740741)],[np.float64(-0.49907407407407406)],[1],[0],[0],[2.747639199999867],[None],41,0,41,0,72.65326640000058,,10,72.6338224000001,72.65326640000058,72.65326640000058,0.03522929999962798,75.38157090000004,[np.float64(0.3490740740740741)],[np.float64(-0.49907407407407406)],[1],[0],[0],[2.747639199999867],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
42,0,42,[np.float64(-0.2935185185185185)],[np.float64(0.044444444444444446)],[1],[0],[0],[1.9480203000002803],['target'],42,0,42,0,75.41420290000042,,5,75.39990209999996,75.41420290000042,75.41420290000042,0.018112899999323417,77.34801340000013,[np.float64(-0.2935185185185185)],[np.float64(0.044444444444444446)],[1],[0],[0],[1.9480203000002803],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
43,0,43,[np.float64(-0.17592592592592593)],[np.float64(-0.16574074074074074)],[1],[0],[0],[1.632560299999568],['target'],43,0,43,0,77.38020510000024,,5,77.36623640000016,77.38020510000024,77.38020510000024,0.01806159999978263,78.99888610000016,[np.float64(-0.17592592592592593)],[np.float64(-0.16574074074074074)],[1],[0],[0],[1.632560299999568],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
44,0,44,[np.float64(0.287962962962963)],[np.float64(-0.2824074074074074)],[1],[0],[0],[2.4972703000003094],['target'],44,0,44,0,79.0304084999998,,5,79.01666829999976,79.0304084999998,79.0304084999998,0.017621799999687937,81.51403339999979,[np.float64(0.287962962962963)],[np.float64(-0.2824074074074074)],[1],[0],[0],[2.4972703000003094],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
45,0,45,[np.float64(-0.2074074074074074)],[np.float64(0.12314814814814815)],[1],[0],[0],[1.300008400000479],['target'],45,0,45,0,81.54682159999993,,5,81.5332640000006,81.54682159999993,81.54682159999993,0.019060999999965134,82.83336390000022,[np.float64(-0.2074074074074074)],[np.float64(0.12314814814814815)],[1],[0],[0],[1.300008400000479],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
46,0,46,[np.float64(0.25092592592592594)],[np.float64(-0.16018518518518518)],[1],[0],[0],[2.7301706999996895],[None],46,0,46,0,82.86577350000061,,5,82.85121640000034,82.86577350000061,82.86577350000061,0.017685699999674398,85.58149560000038,[np.float64(0.25092592592592594)],[np.float64(-0.16018518518518518)],[1],[0],[0],[2.7301706999996895],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
47,0,47,[np.float64(0.10185185185185185)],[np.float64(0.1037037037037037)],[1],[0],[0],[1.2784993999994185],['target'],47,0,47,0,85.61664560000008,,5,85.60195050000038,85.61664560000008,85.61664560000008,0.02026560000012978,86.88056330000018,[np.float64(0.10185185185185185)],[np.float64(0.1037037037037037)],[1],[0],[0],[1.2784993999994185],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
48,0,48,[np.float64(0.33425925925925926)],[np.float64(0.22870370370370371)],[1],[0],[0],[1.0294793000002755],[None],48,0,48,0,86.91812310000023,,5,86.90274930000032,86.91812310000023,86.91812310000023,0.021923500000411877,87.93233909999981,[np.float64(0.33425925925925926)],[np.float64(0.22870370370370371)],[1],[0],[0],[1.0294793000002755],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
49,0,49,[np.float64(0.19907407407407407)],[np.float64(0.12962962962962962)],[1],[0],[0],[0.8437557000006564],[None],49,0,49,0,87.96862190000047,,5,87.95442600000024,87.96862190000047,87.96862190000047,0.021899800000028335,88.79828570000063,[np.float64(0.19907407407407407)],[np.float64(0.12962962962962962)],[1],[0],[0],[0.8437557000006564],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
50,0,50,[np.float64(0.21851851851851853)],[np.float64(-0.35555555555555557)],[1],[0],[0],[1.9988978000001225],['target'],50,0,50,0,88.83074699999997,,5,88.81616070000018,88.83074699999997,88.83074699999997,0.017784900000151538,90.8151484,[np.float64(0.21851851851851853)],[np.float64(-0.35555555555555557)],[1],[0],[0],[1.9988978000001225],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
51,0,51,[np.float64(-0.5009259259259259)],[np.float64(0.30185185185185187)],[1],[0],[0],[1.3809096000004502],[None],51,0,51,0,90.84780510000019,,5,90.83367580000049,90.84780510000019,90.84780510000019,0.018388600000434963,92.21470560000034,[np.float64(-0.5009259259259259)],[np.float64(0.30185185185185187)],[1],[0],[0],[1.3809096000004502],[None],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
52,0,52,[np.float64(0.41759259259259257)],[np.float64(-0.3296296296296296)],[1],[0],[0],[1.2657067999998617],['target'],52,0,52,0,92.26842490000035,,10,92.24955170000067,92.26842490000035,92.26842490000035,0.03466799999932846,93.51535169999988,[np.float64(0.41759259259259257)],[np.float64(-0.3296296296296296)],[1],[0],[0],[1.2657067999998617],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
53,0,53,[np.float64(-0.02962962962962963)],[np.float64(0.4722222222222222)],[1],[0],[0],[4.347327299999961],['target'],53,0,53,0,93.56929780000064,,10,93.55081860000064,93.56929780000064,93.56929780000064,0.03526250000049913,97.8982532,[np.float64(-0.02962962962962963)],[np.float64(0.4722222222222222)],[1],[0],[0],[4.347327299999961],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
54,0,54,[np.float64(0.175)],[np.float64(0.43333333333333335)],[1],[0],[0],[0.9846483999999691],['target'],54,0,54,0,97.94852249999985,,10,97.93027690000054,97.94852249999985,97.94852249999985,0.031790799999726005,98.91501630000039,[np.float64(0.175)],[np.float64(0.43333333333333335)],[1],[0],[0],[0.9846483999999691],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
55,0,55,[np.float64(0.15925925925925927)],[np.float64(0.4222222222222222)],[1],[0],[0],[0.89882789999956],['target'],55,0,55,0,98.94688070000029,,5,98.93301250000059,98.94688070000029,98.94688070000029,0.017795599999772094,99.83193980000033,[np.float64(0.15925925925925927)],[np.float64(0.4222222222222222)],[1],[0],[0],[0.89882789999956],['target'],par_4_final,001,2025-09-30_12h22.28.161,visual search,,2025.1.1,59.94754589746534,2025-09-30 12h22.37.387381 +0530,
