pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line_2.started,line_3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.5614959999998064,None,0,0,0,0,,,,,0.0274239000000307,,0.018403000000034808,0.0274239000000307,1.0017492000001766,1.0017492000001766,1.0017492000001766,1.0017492000001766,1.0354980000001888,2.0021223000003374,2.0021223000003374,2.6451899000003323,x,1,0.5614959999998064,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
150,v,1,1,0,v,1,0.37014369999997143,None,0,1,1,1,,,,,2.654656100000011,,2.6456969000000754,2.654656100000011,3.653760500000317,3.653760500000317,3.653760500000317,3.653760500000317,3.653760500000317,4.653698500000246,4.653698500000246,5.038574400000016,v,1,0.37014369999997143,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
50,c,2,2,0,c,1,2.2915106999998898,None,0,2,2,2,,,,,5.05385860000024,,5.039078100000097,5.05385860000024,6.053654800000004,6.053654800000004,6.053654800000004,6.053654800000004,6.053654800000004,7.053612100000009,7.053612100000009,9.354455000000144,c,1,2.2915106999998898,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
-150,z,3,3,0,z,1,0.2775691000001643,None,0,3,3,3,,,,,9.37021390000018,,9.355034100000012,9.37021390000018,10.35409910000044,10.35409910000044,10.35409910000044,10.35409910000044,10.369903100000101,11.353421000000253,11.353421000000253,11.6378208000001,z,1,0.2775691000001643,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
-50,x,4,0,1,x,1,0.9289695000002212,None,1,0,4,0,,,,,11.653358900000057,,11.638376100000187,11.653358900000057,12.637040200000229,12.637040200000229,12.637040200000229,12.637040200000229,12.653796300000067,13.653734900000018,13.653734900000018,14.587742900000194,x,1,0.9289695000002212,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
150,v,5,1,1,v,1,1.0812998000001244,None,1,1,5,1,,,,,14.604283900000155,,14.588317700000061,14.604283900000155,15.586984100000336,15.586984100000336,15.586984100000336,15.586984100000336,15.60428920000004,16.586938700000246,16.586938700000246,17.671105300000363,v,1,1.0812998000001244,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
50,c,6,2,1,c,1,1.5688607000001866,None,1,2,6,2,,,,,17.6870842000003,,17.67167100000006,17.6870842000003,18.670410900000206,18.670410900000206,18.670410900000206,18.670410900000206,18.686964400000306,19.67069300000003,19.67069300000003,21.254250800000136,c,1,1.5688607000001866,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
-150,z,7,3,1,z,1,0.41120249999994485,None,1,3,7,3,,,,,21.270535700000437,,21.254818900000373,21.270535700000437,22.253850400000374,22.253850400000374,22.253850400000374,22.253850400000374,22.270148600000084,23.25419490000013,23.25419490000013,23.6713778000003,z,1,0.41120249999994485,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
-50,x,8,0,2,x,1,0.5640610000000379,None,2,0,8,0,,,,,23.686293500000374,,23.671900200000437,23.686293500000374,24.670619400000305,24.670619400000305,24.670619400000305,24.670619400000305,24.687148700000307,25.687090200000057,25.687090200000057,26.2541741,x,1,0.5640610000000379,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
150,v,9,1,2,v,1,0.53638490000003,None,2,1,9,1,,,,,26.270574699999997,,26.25473510000029,26.270574699999997,27.25423230000024,27.25423230000024,27.25423230000024,27.25423230000024,27.27044640000031,28.253723200000422,28.253723200000422,28.80442690000018,v,1,0.53638490000003,None,,,,,par_5_mtr_seq,001,2025-10-01_23h22.40.371,untitled,,2025.1.1,59.98735466569841,2025-10-01 23h22.50.092171 +0530,
