study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test,References,Old_New,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test_rotine.started,text_2.started,textbox.started,text_3.started,mouse.started,test_rotine.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Police,10,10,0,1.951851851851852,0.830030699999952,,,,,,,,,,,,0,10,10,12,,,,,12.483985599999869,,12.46943360000023,12.483985599999869,12.483985599999869,13.315031999999974,1.951851851851852,0.830030699999952,,,,,,,,,,,,,,,0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
Cruise,11,11,0,1.951851851851852,0.713835200000176,,,,,,,,,,,,0,11,11,11,,,,,13.333141200000227,,13.31891399999995,13.333141200000227,13.333141200000227,14.048740600000201,1.951851851851852,0.713835200000176,,,,,,,,,,,,,,,0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
Mouse,12,12,0,3.0037037037037035,1.1634188999996695,,,,,,,,,,,,0,12,12,8,,,,,14.06572559999995,,14.05229589999999,14.06572559999995,14.06572559999995,15.232178000000204,3.0037037037037035,1.1634188999996695,,,,,,,,,,,,,,,0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
Laptop,13,13,0,1.9814814814814814,0.8280135999998492,,,,,,,,,,,,0,13,13,5,,,,,15.255097300000216,,15.239933700000165,15.255097300000216,15.255097300000216,16.081625199999962,1.9814814814814814,0.8280135999998492,,,,,,,,,,,,,,,0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
Book,14,14,0,3.111111111111111,0.7974094999999579,,,,,,,,,,,,0,14,14,0,,,,,16.09948200000008,,16.085563699999966,16.09948200000008,16.09948200000008,16.898264800000106,3.111111111111111,0.7974094999999579,,,,,,,,,,,,,,,0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,0,0,0,,,_ou_se,Mouse,Old,"mouse
",[],[],[],[],[],[],[],,,,,0,0,0,3,16.93903330000012,,,,,,,,16.916991699999926,16.93903330000012,16.93903330000012,16.93903330000012,0.018738300000222807,26.9001346,"mouse
",[],[],[],[],[],[],[],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,1,1,0,,,_ru_s_,Cruise,Old,,[],[],[],[],[],[],[],,,,,0,1,1,6,26.91979910000009,,,,,,,,26.904050500000267,26.91979910000009,26.91979910000009,26.91979910000009,0.005767399999967893,36.91484050000008,,[],[],[],[],[],[],[],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,2,2,0,,,P_li_e,Police,Old,police,"[np.float64(0.05185185185185185), np.float64(0.028703703703703703), np.float64(0.010185185185185186)]","[np.float64(-0.27037037037037037), np.float64(-0.3333333333333333), np.float64(-0.2898148148148148)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.9307739999999285, 7.896042999999736, 8.630285100000037]","[None, None, 'text_3']",,,,,0,2,2,7,36.9322274000001,,,,,,,,36.91870340000014,36.9322274000001,36.9322274000001,36.9322274000001,0.02041670000016893,45.549293099999886,police,"[np.float64(0.05185185185185185), np.float64(0.028703703703703703), np.float64(0.010185185185185186)]","[np.float64(-0.27037037037037037), np.float64(-0.3333333333333333), np.float64(-0.2898148148148148)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.9307739999999285, 7.896042999999736, 8.630285100000037]","[None, None, 'text_3']",0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,3,3,0,,,V_s_,Vase,New,"Vase
",[np.float64(0.010185185185185186)],[np.float64(-0.29259259259259257)],[1],[0],[0],[5.17705130000013],['text_3'],,,,,0,3,3,17,45.57153430000017,,,,,,,,45.557228399999985,45.57153430000017,45.57153430000017,45.57153430000017,0.007749900000362686,50.734671400000025,"Vase
",[np.float64(0.010185185185185186)],[np.float64(-0.29259259259259257)],[1],[0],[0],[5.17705130000013],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,4,4,0,,,_oo_,Book,Old,book,[np.float64(0.007407407407407408)],[np.float64(-0.2861111111111111)],[1],[0],[0],[3.4444533000000774],['text_3'],,,,,0,4,4,13,50.75269449999996,,,,,,,,50.73831569999993,50.75269449999996,50.75269449999996,50.75269449999996,0.0034712000001491106,54.18316099999993,book,[np.float64(0.007407407407407408)],[np.float64(-0.2861111111111111)],[1],[0],[0],[3.4444533000000774],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,5,5,0,,,C_s_,Case,Old,cushion,"[np.float64(-0.005555555555555556), np.float64(-0.013888888888888888)]","[np.float64(-0.3296296296296296), np.float64(-0.2833333333333333)]","[1, 1]","[0, 0]","[0, 0]","[5.9310991000002105, 7.345890600000075]","[None, 'text_3']",,,,,0,5,5,5,54.20105990000002,,,,,,,,54.186368799999855,54.20105990000002,54.20105990000002,54.20105990000002,0.003049899999950867,61.53266780000013,cushion,"[np.float64(-0.005555555555555556), np.float64(-0.013888888888888888)]","[np.float64(-0.3296296296296296), np.float64(-0.2833333333333333)]","[1, 1]","[0, 0]","[0, 0]","[5.9310991000002105, 7.345890600000075]","[None, 'text_3']",0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,6,6,0,,,K_y_,Keys,Old,keys,[np.float64(-0.013888888888888888)],[np.float64(-0.2833333333333333)],[1],[0],[0],[2.3961811000003763],['text_3'],,,,,0,6,6,8,61.54974470000025,,,,,,,,61.53598210000018,61.54974470000025,61.54974470000025,61.54974470000025,0.003135699999802455,63.93253159999995,keys,[np.float64(-0.013888888888888888)],[np.float64(-0.2833333333333333)],[1],[0],[0],[2.3961811000003763],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,7,7,0,,,L_pt_p,Laptop,Old,laptop,[np.float64(-0.013888888888888888)],[np.float64(-0.2814814814814815)],[1],[0],[0],[6.379347699999926],['text_3'],,,,,0,7,7,0,63.949632199999996,,,,,,,,63.93599059999997,63.949632199999996,63.949632199999996,63.949632199999996,0.0032191000000239,70.31567499999983,laptop,[np.float64(-0.013888888888888888)],[np.float64(-0.2814814814814815)],[1],[0],[0],[6.379347699999926],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,8,8,0,,,P_st_r,Poster,Old,pastry,[np.float64(-0.013888888888888888)],[np.float64(-0.2777777777777778)],[1],[0],[0],[6.298742099999799],['text_3'],,,,,0,8,8,9,70.33246120000013,,,,,,,,70.31928440000002,70.33246120000013,70.33246120000013,70.33246120000013,0.0034775999997691542,76.61840429999984,pastry,[np.float64(-0.013888888888888888)],[np.float64(-0.2777777777777778)],[1],[0],[0],[6.298742099999799],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,9,9,0,,,Bo_t_e,Bottle ,New,bottle,[np.float64(-0.016666666666666666)],[np.float64(-0.275)],[1],[0],[0],[4.17896090000022],['text_3'],,,,,0,9,9,18,76.63710609999998,,,,,,,,76.62273860000005,76.63710609999998,76.63710609999998,76.63710609999998,0.00418760000002294,80.8023733,bottle,[np.float64(-0.016666666666666666)],[np.float64(-0.275)],[1],[0],[0],[4.17896090000022],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,10,10,0,,,_a_bl_,Marble,Old,,[],[],[],[],[],[],[],,,,,0,10,10,11,80.82021299999997,,,,,,,,80.80616760000021,80.82021299999997,80.82021299999997,80.82021299999997,0.0035946999996667728,90.81517540000004,,[],[],[],[],[],[],[],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,11,11,0,,,_ho_e,Phone,Old,,[],[],[],[],[],[],[],,,,,0,11,11,12,90.83745020000015,,,,,,,,90.81968929999994,90.83745020000015,90.83745020000015,90.83745020000015,0.017130099999576487,100.8153612000001,,[],[],[],[],[],[],[],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,12,12,0,,,P_s_tr_,Pastry,Old,"pastry
",[np.float64(-0.016666666666666666)],[np.float64(-0.27314814814814814)],[1],[0],[0],[7.162600999999995],['text_3'],,,,,0,12,12,4,100.83256979999987,,,,,,,,100.81936480000013,100.83256979999987,100.83256979999987,100.83256979999987,0.016792099999747734,107.98236140000017,"pastry
",[np.float64(-0.016666666666666666)],[np.float64(-0.27314814814814814)],[1],[0],[0],[7.162600999999995],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,13,13,0,,,_ha_t,Chart ,Old,chart,[np.float64(-0.016666666666666666)],[np.float64(-0.27314814814814814)],[1],[0],[0],[5.996958199999881],['text_3'],,,,,0,13,13,1,108.00034970000024,,,,,,,,107.98604169999999,108.00034970000024,108.00034970000024,108.00034970000024,0.0035323000001881155,113.98338779999995,chart,[np.float64(-0.016666666666666666)],[np.float64(-0.27314814814814814)],[1],[0],[0],[5.996958199999881],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,14,14,0,,,T_hi_t,T-shirt,Old,tshirt,[np.float64(-0.016666666666666666)],[np.float64(-0.27314814814814814)],[1],[0],[0],[7.795193899999958],['text_3'],,,,,0,14,14,2,114.00102070000003,,,,,,,,113.98711270000013,114.00102070000003,114.00102070000003,114.00102070000003,0.0035993000001326436,121.7827142000001,tshirt,[np.float64(-0.016666666666666666)],[np.float64(-0.27314814814814814)],[1],[0],[0],[7.795193899999958],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,15,15,0,,,C_m_ra,Camera,New,camera,"[np.float64(-0.022222222222222223), np.float64(-0.03611111111111111)]","[np.float64(-0.2712962962962963), np.float64(-0.31666666666666665)]","[1, 1]","[0, 0]","[0, 0]","[3.8453268000002936, 5.027951100000337]","[None, 'text_3']",,,,,0,15,15,19,121.80243370000017,,,,,,,,121.78728880000017,121.80243370000017,121.80243370000017,121.80243370000017,0.0043579999996836705,126.8157212000001,camera,"[np.float64(-0.022222222222222223), np.float64(-0.03611111111111111)]","[np.float64(-0.2712962962962963), np.float64(-0.31666666666666665)]","[1, 1]","[0, 0]","[0, 0]","[3.8453268000002936, 5.027951100000337]","[None, 'text_3']",0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,16,16,0,,,P_nc_l,Pencil,New,pencil,[np.float64(-0.041666666666666664)],[np.float64(-0.31666666666666665)],[1],[0],[0],[4.49700329999996],['text_3'],,,,,0,16,16,16,126.83324129999983,,,,,,,,126.81947589999982,126.83324129999983,126.83324129999983,126.83324129999983,0.0035326000001987268,131.31686420000005,pencil,[np.float64(-0.041666666666666664)],[np.float64(-0.31666666666666665)],[1],[0],[0],[4.49700329999996],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,17,17,0,,,C_s_io_,Cushion,Old,cushion,[np.float64(-0.041666666666666664)],[np.float64(-0.31666666666666665)],[1],[0],[0],[4.031395200000134],['text_3'],,,,,0,17,17,14,131.3330618,,,,,,,,131.3203321000001,131.3330618,131.3330618,131.3330618,0.0033389999998689746,135.35223069999984,cushion,[np.float64(-0.041666666666666664)],[np.float64(-0.31666666666666665)],[1],[0],[0],[4.031395200000134],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,18,18,0,,,Ta_l_,Table,New,table,[np.float64(-0.041666666666666664)],[np.float64(-0.31666666666666665)],[1],[0],[0],[3.90927610000017],['text_3'],,,,,0,18,18,15,135.3706855999999,,,,,,,,135.35677269999996,135.3706855999999,135.3706855999999,135.3706855999999,0.00440950000029261,139.2665267000002,table,[np.float64(-0.041666666666666664)],[np.float64(-0.31666666666666665)],[1],[0],[0],[3.90927610000017],['text_3'],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
,19,19,0,,,_o_rd,Board,Old,h,[],[],[],[],[],[],[],,,,,0,19,19,10,139.28403630000003,,,,,,,,139.27022179999994,139.28403630000003,139.28403630000003,139.28403630000003,0.003566400000181602,149.28225509999993,h,[],[],[],[],[],[],[],0001,001,2025-10-13_12h17.09.551,word priming,,2025.1.1,60.07864294357168,2025-10-13 12h17.19.578715 +0530,
