thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
13,0,13,[np.float64(0.23055555555555557)],[np.float64(0.28703703703703703)],[1],[0],[0],[1.044066599999951],['target'],13,0,13,0,23.65260699999999,,10,23.634077700000034,23.65260699999999,23.65260699999999,0.0380395000001954,24.678233199999795,[np.float64(0.23055555555555557)],[np.float64(0.28703703703703703)],[1],[0],[0],[1.044066599999951],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
14,0,14,[np.float64(0.24722222222222223)],[np.float64(-0.3814814814814815)],[1],[0],[0],[1.6107386999997289],['target'],14,0,14,0,24.716874799999914,,5,24.700584700000036,24.716874799999914,24.716874799999914,0.022151000000121712,26.311470999999983,[np.float64(0.24722222222222223)],[np.float64(-0.3814814814814815)],[1],[0],[0],[1.6107386999997289],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
15,0,15,[np.float64(-0.10092592592592593)],[np.float64(-0.4212962962962963)],[1],[0],[0],[2.767661500000031],['target'],15,0,15,0,26.379750799999783,,10,26.35883130000002,26.379750799999783,26.379750799999783,0.04712470000004032,29.1266071,[np.float64(-0.10092592592592593)],[np.float64(-0.4212962962962963)],[1],[0],[0],[2.767661500000031],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
16,0,16,[np.float64(-0.1388888888888889)],[np.float64(-0.1824074074074074)],[1],[0],[0],[1.181958399999985],['target'],16,0,16,0,29.159680799999933,,5,29.145526999999674,29.159680799999933,29.159680799999933,0.018600100000185193,30.32757539999966,[np.float64(-0.1388888888888889)],[np.float64(-0.1824074074074074)],[1],[0],[0],[1.181958399999985],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
17,0,17,[np.float64(-0.29814814814814816)],[np.float64(-0.4222222222222222)],[1],[0],[0],[1.3632629999997334],['target'],17,0,17,0,30.36074499999995,,5,30.346589799999947,30.36074499999995,30.36074499999995,0.01884859999972832,31.7099675999998,[np.float64(-0.29814814814814816)],[np.float64(-0.4222222222222222)],[1],[0],[0],[1.3632629999997334],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
18,0,18,[np.float64(0.2972222222222222)],[np.float64(-0.4046296296296296)],[1],[0],[0],[2.648320899999817],[None],18,0,18,0,31.744154699999854,,5,31.729155300000002,31.744154699999854,31.744154699999854,0.018958999999995285,34.37758649999978,[np.float64(0.2972222222222222)],[np.float64(-0.4046296296296296)],[1],[0],[0],[2.648320899999817],[None],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
19,0,19,[np.float64(0.3907407407407407)],[np.float64(-0.44537037037037036)],[1],[0],[0],[1.182575999999699],['target'],19,0,19,0,34.40890539999964,,5,34.39540259999967,34.40890539999964,34.40890539999964,0.017634499999985565,35.57808109999996,[np.float64(0.3907407407407407)],[np.float64(-0.44537037037037036)],[1],[0],[0],[1.182575999999699],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
20,0,20,[np.float64(0.4527777777777778)],[np.float64(0.475)],[1],[0],[0],[3.029624899999817],[None],20,0,20,0,35.61590769999975,,5,35.59875349999993,35.61590769999975,35.61590769999975,0.020503799999914918,38.628479199999674,[np.float64(0.4527777777777778)],[np.float64(0.475)],[1],[0],[0],[3.029624899999817],[None],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
21,0,21,[np.float64(0.1)],[np.float64(0.38425925925925924)],[1],[0],[0],[1.0091990999999325],['target'],21,0,21,0,38.66640039999993,,5,38.65184999999974,38.66640039999993,38.66640039999993,0.023055099999965023,39.66116299999976,[np.float64(0.1)],[np.float64(0.38425925925925924)],[1],[0],[0],[1.0091990999999325],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
22,0,22,[np.float64(0.04259259259259259)],[np.float64(-0.4546296296296296)],[1],[0],[0],[1.8158166999996865],['target'],22,0,22,0,39.693691099999796,,5,39.67837669999972,39.693691099999796,39.693691099999796,0.017005000000153814,41.49432429999979,[np.float64(0.04259259259259259)],[np.float64(-0.4546296296296296)],[1],[0],[0],[1.8158166999996865],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
23,0,23,[np.float64(0.03518518518518519)],[np.float64(0.2175925925925926)],[1],[0],[0],[1.1118219999998473],['target'],23,0,23,0,41.55189329999985,,10,41.5318941999999,41.55189329999985,41.55189329999985,0.0373885999997583,42.643851899999845,[np.float64(0.03518518518518519)],[np.float64(0.2175925925925926)],[1],[0],[0],[1.1118219999998473],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
24,0,24,[np.float64(-0.4648148148148148)],[np.float64(-0.21666666666666667)],[1],[0],[0],[1.36536550000028],[None],24,0,24,0,42.67726139999968,,5,42.663089899999704,42.67726139999968,42.67726139999968,0.018917599999895174,44.02854369999977,[np.float64(-0.4648148148148148)],[np.float64(-0.21666666666666667)],[1],[0],[0],[1.36536550000028],[None],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
25,0,25,[np.float64(0.08333333333333333)],[np.float64(-0.06481481481481481)],[1],[0],[0],[2.2656410999998116],[None],25,0,25,0,44.060563499999716,,5,44.04611019999993,44.060563499999716,44.060563499999716,0.017386399999850255,46.311841999999615,[np.float64(0.08333333333333333)],[np.float64(-0.06481481481481481)],[1],[0],[0],[2.2656410999998116],[None],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
26,0,26,[np.float64(0.4759259259259259)],[np.float64(-0.4064814814814815)],[1],[0],[0],[2.1982803000000786],['target'],26,0,26,0,46.36529840000003,,10,46.346186699999635,46.36529840000003,46.36529840000003,0.034177399999862246,48.54458909999994,[np.float64(0.4759259259259259)],[np.float64(-0.4064814814814815)],[1],[0],[0],[2.1982803000000786],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
27,0,27,[np.float64(0.4962962962962963)],[np.float64(0.24814814814814815)],[1],[0],[0],[1.1975812999999107],['target'],27,0,27,0,48.57766649999985,,5,48.563069299999825,48.57766649999985,48.57766649999985,0.01826009999967937,49.76073799999995,[np.float64(0.4962962962962963)],[np.float64(0.24814814814814815)],[1],[0],[0],[1.1975812999999107],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
28,0,28,[np.float64(0.2796296296296296)],[np.float64(0.26666666666666666)],[1],[0],[0],[1.3249201000003268],['target'],28,0,28,0,49.82635200000004,,10,49.80345709999983,49.82635200000004,49.82635200000004,0.04256829999985712,51.12845909999987,[np.float64(0.2796296296296296)],[np.float64(0.26666666666666666)],[1],[0],[0],[1.3249201000003268],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
29,0,29,[np.float64(0.010185185185185186)],[np.float64(0.1814814814814815)],[1],[0],[0],[1.780089500000031],[None],29,0,29,0,51.16419319999977,,5,51.14746279999963,51.16419319999977,51.16419319999977,0.01880669999991369,52.92762399999992,[np.float64(0.010185185185185186)],[np.float64(0.1814814814814815)],[1],[0],[0],[1.780089500000031],[None],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
30,0,30,[np.float64(-0.10092592592592593)],[np.float64(0.48333333333333334)],[1],[0],[0],[0.927760500000204],[None],30,0,30,0,52.963686199999756,,5,52.94880039999998,52.963686199999756,52.963686199999756,0.020996499999910156,53.87667220000003,[np.float64(-0.10092592592592593)],[np.float64(0.48333333333333334)],[1],[0],[0],[0.927760500000204],[None],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
31,0,31,[np.float64(-0.44907407407407407)],[np.float64(0.09537037037037037)],[1],[0],[0],[1.26628460000029],['target'],31,0,31,0,53.9105912,,5,53.895372099999804,53.9105912,53.9105912,0.018463900000369904,55.161752799999704,[np.float64(-0.44907407407407407)],[np.float64(0.09537037037037037)],[1],[0],[0],[1.26628460000029],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
32,0,32,[np.float64(-0.18796296296296297)],[np.float64(-0.1287037037037037)],[1],[0],[0],[1.4973581999997805],['target'],32,0,32,0,55.194443500000034,,5,55.18027699999993,55.194443500000034,55.194443500000034,0.018354700000145385,56.677750699999706,[np.float64(-0.18796296296296297)],[np.float64(-0.1287037037037037)],[1],[0],[0],[1.4973581999997805],['target'],par_3_final,001,2025-09-30_12h05.25.509,visual search,,2025.1.1,60.05255799878076,2025-09-30 12h05.37.520543 +0530,
