pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line_2.started,line_3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.5570590000006632,None,2,2,10,2,,,,,26.498341800000162,,26.482857899999544,26.498341800000162,27.49828669999988,27.49828669999988,27.49828669999988,27.49828669999988,27.49828669999988,28.48139919999994,28.48139919999994,29.04888419999952,c,1,0.5570590000006632,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,11,3,2,z,1,0.5541179000001648,None,2,3,11,3,,,,,29.064782899999955,,29.049435199999607,29.064782899999955,30.048229699999865,30.048229699999865,30.048229699999865,30.048229699999865,30.064763700000185,31.048327800000152,31.048327800000152,31.615468099999816,z,1,0.5541179000001648,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,12,0,3,x,1,0.8305789000005461,None,3,0,12,0,,,,,31.631437000000005,,31.61590410000008,31.631437000000005,32.61476849999963,32.61476849999963,32.61476849999963,32.61476849999963,32.63147310000022,33.615632600000026,33.615632600000026,34.448871300000064,x,1,0.8305789000005461,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,13,1,3,v,1,0.9980826999999408,None,3,1,13,1,,,,,34.46443949999957,,34.44936940000025,34.46443949999957,35.44807680000031,35.44807680000031,35.44807680000031,35.44807680000031,35.46493339999961,36.44811479999953,36.44811479999953,37.44894039999963,v,1,0.9980826999999408,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,14,2,3,c,1,0.4644113999993351,None,3,2,14,2,,,,,37.46493079999982,,37.44951690000016,37.46493079999982,38.448157300000275,38.448157300000275,38.448157300000275,38.448157300000275,38.46480379999957,39.448251300000265,39.448251300000265,39.915413400000034,c,1,0.4644113999993351,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,15,3,3,z,1,0.7333408000004056,None,3,3,15,3,,,,,39.93160910000006,,39.915853499999685,39.93160910000006,40.914799799999855,40.914799799999855,40.914799799999855,40.914799799999855,40.93154709999999,41.914812099999835,41.914812099999835,42.649011399999836,z,1,0.7333408000004056,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,16,0,4,x,1,0.6937746999992669,None,4,0,16,0,,,,,42.66496499999994,,42.6494888999996,42.66496499999994,43.64815160000035,43.64815160000035,43.64815160000035,43.64815160000035,43.66484270000001,44.648561599999994,44.648561599999994,45.34898020000037,x,1,0.6937746999992669,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,17,1,4,v,1,1.1598500000000058,None,4,1,17,1,,,,,45.36520779999955,,45.34956719999991,45.36520779999955,46.3482025000003,46.3482025000003,46.3482025000003,46.3482025000003,46.36502110000038,47.34814809999989,47.34814809999989,48.51530360000015,v,1,1.1598500000000058,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,18,2,4,c,1,0.6693332000004375,None,4,2,18,2,,,,,48.531538100000034,,48.51584699999967,48.531538100000034,49.51518610000039,49.51518610000039,49.51518610000039,49.51518610000039,49.53170560000035,50.51512459999958,50.51512459999958,51.19900229999985,c,1,0.6693332000004375,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,19,3,4,z,1,1.14394110000012,None,4,3,19,3,,,,,51.214902300000176,,51.19957760000034,51.214902300000176,52.19837970000026,52.19837970000026,52.19837970000026,52.19837970000026,52.214858899999854,53.19838230000005,53.19838230000005,54.34931299999971,z,1,1.14394110000012,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,20,0,5,x,1,1.2165303000001586,None,5,0,20,0,,,,,54.36465429999953,,54.3498583999999,54.36465429999953,55.36475319999954,55.36475319999954,55.36475319999954,55.36475319999954,55.36475319999954,56.36463100000037,56.36463100000037,57.58353139999963,x,1,1.2165303000001586,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,21,1,5,v,1,0.8341020999996545,None,5,1,21,1,,,,,57.59818650000034,,57.58400359999996,57.59818650000034,58.59894919999988,58.59894919999988,58.59894919999988,58.59894919999988,58.59894919999988,59.59833290000006,59.59833290000006,60.44927050000024,v,1,0.8341020999996545,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,22,2,5,c,1,0.6209518999994543,None,5,2,22,2,,,,,60.46407679999993,,60.44974499999989,60.46407679999993,61.464946500000224,61.464946500000224,61.464946500000224,61.464946500000224,61.464946500000224,62.465177299999596,62.465177299999596,63.09901710000031,c,1,0.6209518999994543,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,23,3,5,z,1,0.8223183000000063,None,5,3,23,3,,,,,63.11489299999994,,63.09954649999963,63.11489299999994,64.09859789999973,64.09859789999973,64.09859789999973,64.09859789999973,64.11485619999985,65.09872300000006,65.09872300000006,65.93246720000025,z,1,0.8223183000000063,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,24,0,6,x,1,0.952891300000374,None,6,0,24,0,,,,,65.9484493,,65.9329945999998,65.9484493,66.93174149999959,66.93174149999959,66.93174149999959,66.93174149999959,66.94827410000016,67.93183450000015,67.93183450000015,68.89908800000012,x,1,0.952891300000374,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,25,1,6,v,1,0.7605298000007679,None,6,1,25,1,,,,,68.9153765000001,,68.89955929999996,68.9153765000001,69.89830110000003,69.89830110000003,69.89830110000003,69.89830110000003,69.91498309999952,70.89847180000015,70.89847180000015,71.66602859999966,v,1,0.7605298000007679,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,26,2,6,c,1,0.7139025000005859,None,6,2,26,2,,,,,71.68173790000037,,71.66649690000031,71.68173790000037,72.66488479999953,72.66488479999953,72.66488479999953,72.66488479999953,72.68159990000004,73.66522480000003,73.66522480000003,74.38228960000015,c,1,0.7139025000005859,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,27,3,6,z,1,0.8853064000004451,None,6,3,27,3,,,,,74.39872099999957,,74.38279239999974,74.39872099999957,75.38177410000026,75.38177410000026,75.38177410000026,75.38177410000026,75.39867789999971,76.38163220000024,76.38163220000024,77.28234030000021,z,1,0.8853064000004451,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,28,0,7,x,1,0.8375800999992862,None,7,0,28,0,,,,,77.29835679999997,,77.28284299999996,77.29835679999997,78.28168279999954,78.28168279999954,78.28168279999954,78.28168279999954,78.29868569999962,79.2817100000002,79.2817100000002,80.1318481999997,x,1,0.8375800999992862,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,29,1,7,v,1,0.764017700000295,None,7,1,29,1,,,,,80.14747850000003,,80.13238379999984,80.14747850000003,81.1320469000002,81.1320469000002,81.1320469000002,81.1320469000002,81.1483417999998,82.13175839999985,82.13175839999985,82.89886159999969,v,1,0.764017700000295,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,30,2,7,c,1,0.5964202999994086,None,7,2,30,2,,,,,82.9153438000003,,82.89933500000006,82.9153438000003,83.89837710000029,83.89837710000029,83.89837710000029,83.89837710000029,83.91514499999994,84.89839519999987,84.89839519999987,85.49897909999981,c,1,0.5964202999994086,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,31,3,7,z,1,0.8174740000004022,None,7,3,31,3,,,,,85.51502840000012,,85.49951489999967,85.51502840000012,86.49857640000027,86.49857640000027,86.49857640000027,86.49857640000027,86.51523670000006,87.49757520000003,87.49757520000003,88.3162024000003,z,1,0.8174740000004022,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,32,0,8,x,1,0.5207753999993656,None,8,0,32,0,,,,,88.33145349999995,,88.31704249999984,88.33145349999995,89.31557900000007,89.31557900000007,89.31557900000007,89.31557900000007,89.33188650000011,90.33222850000038,90.33222850000038,90.86593340000036,x,1,0.5207753999993656,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,33,1,8,v,1,0.7757572000000437,None,8,1,33,1,,,,,90.881934,,90.86651319999964,90.881934,91.88175059999958,91.88175059999958,91.88175059999958,91.88175059999958,91.88175059999958,92.86572179999985,92.86572179999985,93.64890509999987,v,1,0.7757572000000437,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,34,2,8,c,1,0.6559012999996412,None,8,2,34,2,,,,,93.66582699999981,,93.64937809999992,93.66582699999981,94.64873489999991,94.64873489999991,94.64873489999991,94.64873489999991,94.66551999999956,95.64842409999983,95.64842409999983,96.31638850000036,c,1,0.6559012999996412,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,35,3,8,z,1,1.0912644,None,8,3,35,3,,,,,96.33287130000008,,96.31703110000035,96.33287130000008,97.33157589999973,97.33157589999973,97.33157589999973,97.33157589999973,97.33157589999973,98.33176300000014,98.33176300000014,99.43248409999978,z,1,1.0912644,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,36,0,9,x,1,1.3752443999992465,None,9,0,36,0,,,,,99.44821429999956,,99.43293809999977,99.44821429999956,100.43157619999965,100.43157619999965,100.43157619999965,100.43157619999965,100.44875820000016,101.43173260000003,101.43173260000003,102.8158857999997,x,1,1.3752443999992465,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,37,1,9,v,1,1.9657601999997496,None,9,1,37,1,,,,,102.83197670000027,,102.81644330000017,102.83197670000027,103.8152455999998,103.8152455999998,103.8152455999998,103.8152455999998,103.83217400000012,104.81504510000013,104.81504510000013,106.7828343000001,v,1,1.9657601999997496,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,38,2,9,c,1,1.2450464000003194,None,9,2,38,2,,,,,106.79892110000037,,106.78332030000001,106.79892110000037,107.78200759999982,107.78200759999982,107.78200759999982,107.78200759999982,107.79869599999984,108.79863250000017,108.79863250000017,110.04930369999965,c,1,1.2450464000003194,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,39,3,9,z,1,0.792100699999537,None,9,3,39,3,,,,,110.06561359999978,,110.04973900000005,110.06561359999978,111.0485004000002,111.0485004000002,111.0485004000002,111.0485004000002,111.06530399999974,112.04854419999992,112.04854419999992,112.84939490000033,z,1,0.792100699999537,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,40,0,10,x,1,1.213152700000137,None,10,0,40,0,,,,,112.86537669999962,,112.84993889999987,112.86537669999962,113.86493830000018,113.86493830000018,113.86493830000018,113.86493830000018,113.86493830000018,114.8483524000003,114.8483524000003,116.06577459999971,x,1,1.213152700000137,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,41,1,10,v,1,1.1298485000006622,None,10,1,41,1,,,,,116.08201519999966,,116.06633069999953,116.08201519999966,117.06543200000033,117.06543200000033,117.06543200000033,117.06543200000033,117.08183949999966,118.06534449999981,118.06534449999981,119.19919560000017,v,1,1.1298485000006622,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,42,2,10,c,1,1.3003947999995944,None,10,2,42,2,,,,,119.21520369999962,,119.19964749999963,119.21520369999962,120.19885169999998,120.19885169999998,120.19885169999998,120.19885169999998,120.21539750000011,121.19891840000037,121.19891840000037,122.51602009999988,c,1,1.3003947999995944,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,43,3,10,z,1,0.6413123000002088,None,10,3,43,3,,,,,122.53167620000022,,122.51647109999976,122.53167620000022,123.51588720000018,123.51588720000018,123.51588720000018,123.51588720000018,123.53179999999975,124.51526769999964,124.51526769999964,125.16624489999958,z,1,0.6413123000002088,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,44,0,11,x,1,0.6638081000000966,None,11,0,44,0,,,,,125.18171910000001,,125.16680389999965,125.18171910000001,126.18147169999975,126.18147169999975,126.18147169999975,126.18147169999975,126.18147169999975,127.16600879999987,127.16600879999987,127.83263710000028,x,1,0.6638081000000966,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,45,1,11,v,1,1.061795699999493,None,11,1,45,1,,,,,127.84883900000023,,127.83307229999991,127.84883900000023,128.8319664999999,128.8319664999999,128.8319664999999,128.8319664999999,128.84884160000001,129.83196390000012,129.83196390000012,130.89897139999994,v,1,1.061795699999493,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,46,2,11,c,1,0.8471188000003167,None,11,2,46,2,,,,,130.91445300000032,,130.89944660000037,130.91445300000032,131.89871630000016,131.89871630000016,131.89871630000016,131.89871630000016,131.91517509999994,132.8987285000003,132.8987285000003,133.74916140000005,c,1,0.8471188000003167,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,47,3,11,z,1,0.7659009999997579,None,11,3,47,3,,,,,133.76454159999957,,133.74960780000038,133.76454159999957,134.74957970000014,134.74957970000014,134.74957970000014,134.74957970000014,134.7654021999997,135.74876800000038,135.74876800000038,136.51658179999959,z,1,0.7659009999997579,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,48,0,12,x,1,0.8751132000006692,None,12,0,48,0,,,,,136.5318626999997,,136.51710360000015,136.5318626999997,137.53200300000026,137.53200300000026,137.53200300000026,137.53200300000026,137.53200300000026,138.51571820000026,138.51571820000026,139.4004520999997,x,1,0.8751132000006692,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,49,1,12,v,1,1.1311051000002408,None,12,1,49,1,,,,,139.41550889999962,,139.40092189999996,139.41550889999962,140.41588890000003,140.41588890000003,140.41588890000003,140.41588890000003,140.41588890000003,141.4148052999999,141.4148052999999,142.54937419999987,v,1,1.1311051000002408,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,50,2,12,c,1,0.6922136000002865,None,12,2,50,2,,,,,142.56559039999956,,142.54993730000024,142.56559039999956,143.5487218999997,143.5487218999997,143.5487218999997,143.5487218999997,143.56543349999993,144.54872150000028,144.54872150000028,145.24962830000004,c,1,0.6922136000002865,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,51,3,12,z,1,0.6498400000000402,None,12,3,51,3,,,,,145.2657306000001,,145.2501702999998,145.2657306000001,146.26560830000017,146.26560830000017,146.26560830000017,146.26560830000017,146.26560830000017,147.26529670000036,147.26529670000036,147.91711699999996,z,1,0.6498400000000402,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,52,0,13,x,1,0.737094299999626,None,13,0,52,0,,,,,147.93222719999994,,147.91762339999968,147.93222719999994,148.9326659999997,148.9326659999997,148.9326659999997,148.9326659999997,148.9326659999997,149.93209490000027,149.93209490000027,150.68400529999963,x,1,0.737094299999626,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,53,1,13,v,1,0.7472263999998177,None,13,1,53,1,,,,,150.69853069999954,,150.68448369999987,150.69853069999954,151.6987508000002,151.6987508000002,151.6987508000002,151.6987508000002,151.6987508000002,152.6987895000002,152.6987895000002,153.44929440000033,v,1,0.7472263999998177,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,54,2,13,c,1,0.8473913000007087,None,13,2,54,2,,,,,153.4661060999997,,153.44973889999983,153.4661060999997,154.44937800000025,154.44937800000025,154.44937800000025,154.44937800000025,154.46574020000025,155.4487148999997,155.4487148999997,156.29944179999984,c,1,0.8473913000007087,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,55,3,13,z,1,0.9026359999998022,None,13,3,55,3,,,,,156.31538079999973,,156.2998824999995,156.31538079999973,157.29924990000018,157.29924990000018,157.29924990000018,157.29924990000018,157.31546379999963,158.2991320000001,158.2991320000001,159.21735790000002,z,1,0.9026359999998022,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,56,0,14,x,1,1.3482836999992287,None,14,0,56,0,,,,,159.2321251000003,,159.21783489999962,159.2321251000003,160.2322075000002,160.2322075000002,160.2322075000002,160.2322075000002,160.2322075000002,161.23208410000007,161.23208410000007,162.5833300000004,x,1,1.3482836999992287,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,57,1,14,v,1,1.2479499999999462,None,14,1,57,1,,,,,162.59939399999985,,162.58387330000005,162.59939399999985,163.5824217999998,163.5824217999998,163.5824217999998,163.5824217999998,163.5987065999998,164.59883770000033,164.59883770000033,165.8495452999996,v,1,1.2479499999999462,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
50,c,58,2,14,c,1,1.572794800000338,None,14,2,58,2,,,,,165.8658365000001,,165.8500898000002,165.8658365000001,166.86574500000006,166.86574500000006,166.86574500000006,166.86574500000006,166.86574500000006,167.84886509999978,167.84886509999978,169.4327585000001,c,1,1.572794800000338,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-150,z,59,3,14,z,1,1.1062654999996084,None,14,3,59,3,,,,,169.4488024000002,,169.43323200000032,169.4488024000002,170.4322818999999,170.4322818999999,170.4322818999999,170.4322818999999,170.44909759999973,171.43196679999983,171.43196679999983,172.54960159999973,z,1,1.1062654999996084,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
-50,x,60,0,15,x,1,0.5753678000000946,None,15,0,60,0,,,,,172.56560919999993,,172.55008910000015,172.56560919999993,173.54899120000027,173.54899120000027,173.54899120000027,173.54899120000027,173.5657559000001,174.5488145999998,174.5488145999998,175.13291599999957,x,1,0.5753678000000946,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
150,v,61,1,15,v,1,0.7739603999998508,None,15,1,61,1,,,,,175.14855960000023,,175.13353449999977,175.14855960000023,176.13247179999962,176.13247179999962,176.13247179999962,176.13247179999962,176.1490157999997,177.132251,177.132251,177.91624179999963,v,1,0.7739603999998508,None,,,,,par_3_mtr_seq,001,2025-10-01_20h32.23.763,untitled,,2025.1.1,59.80621589926061,2025-10-01 20h32.39.360764 +0530,
